fecha_hora,segundos,temperatura,meta_temp,humedad,meta_hum,foco,ingreso,humidificador,extractor
2026-09-02 06:06:26,836.2,20.6,20.5,47.8,50.0,0,0,0,0
2026-09-02 06:06:28,838.2,20.6,20.5,47.8,50.0,0,0,0,0
2026-09-02 06:06:30,840.2,20.6,20.5,47.8,50.0,0,0,0,0
2026-09-02 06:06:32,842.2,20.6,20.5,47.8,50.0,0,0,0,0
2026-09-02 06:06:34,844.2,20.6,20.5,47.8,50.0,0,0,0,0
2026-09-02 06:06:36,846.2,20.6,20.5,47.8,50.0,0,0,0,0
2026-09-02 06:06:38,848.2,20.6,20.5,47.8,50.0,0,0,0,0
2026-09-02 06:06:40,850.2,20.6,20.5,47.8,50.0,0,0,0,0
2026-09-02 06:06:42,852.2,20.6,20.5,47.8,50.0,0,0,0,0
2026-09-02 06:06:44,854.3,20.6,20.5,47.8,50.0,0,0,0,0
2026-09-02 06:06:46,856.3,20.6,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:06:48,858.3,20.6,20.5,47.8,50.0,0,0,0,0
2026-09-02 06:06:50,860.3,20.6,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:06:52,862.3,20.6,20.5,47.8,50.0,0,0,0,0
2026-09-02 06:06:54,864.3,20.6,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:06:56,866.3,20.6,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:06:58,868.3,20.6,20.5,47.8,50.0,0,0,0,0
2026-09-02 06:07:00,870.3,20.6,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:07:02,872.3,20.6,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:07:04,874.3,20.6,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:07:06,876.3,20.6,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:07:08,878.3,20.6,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:07:10,880.3,20.6,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:07:12,882.3,20.5,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:07:14,884.4,20.5,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:07:16,886.4,20.5,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:07:18,888.4,20.5,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:07:20,890.4,20.5,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:07:22,892.4,20.5,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:07:24,894.4,20.5,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:07:26,896.4,20.5,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:07:28,898.4,20.5,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:07:30,900.4,20.5,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:07:32,902.4,20.5,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:07:34,904.4,20.5,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:07:36,906.4,20.5,20.5,47.7,50.0,0,0,0,0
2026-09-02 06:07:38,908.4,20.5,20.5,47.6,50.0,0,0,0,0
2026-09-02 06:07:40,910.4,20.5,20.5,47.6,50.0,0,0,0,0
2026-09-02 06:07:42,912.4,20.5,20.5,47.5,50.0,0,0,0,0
2026-09-02 06:07:44,914.4,20.5,20.5,47.5,50.0,0,0,0,0
2026-09-02 06:07:46,916.5,20.5,20.5,47.5,50.0,0,0,0,0
2026-09-02 06:07:48,918.5,20.5,20.5,47.5,50.0,0,0,0,0
2026-09-02 06:07:50,920.5,20.5,20.5,47.5,50.0,0,0,0,0
2026-09-02 06:07:52,922.5,20.5,20.5,47.5,50.0,0,0,0,0
2026-09-02 06:07:54,924.5,20.5,20.5,47.5,50.0,0,0,0,0
2026-09-02 06:07:56,926.5,20.5,20.5,47.4,50.0,0,0,0,0
2026-09-02 06:07:58,928.5,20.5,20.5,47.4,50.0,0,0,0,0
2026-09-02 06:08:00,930.5,20.5,20.5,47.4,50.0,0,0,0,0
2026-09-02 06:08:02,932.5,20.5,20.5,47.4,50.0,0,0,0,0
2026-09-02 06:08:04,934.5,20.5,20.5,47.4,50.0,0,0,0,0
2026-09-02 06:08:06,936.5,20.5,20.5,47.4,50.0,0,0,0,0
2026-09-02 06:08:08,938.5,20.4,20.5,47.4,50.0,0,0,0,0
2026-09-02 06:08:10,940.5,20.4,20.5,47.4,50.0,0,0,0,0
2026-09-02 06:08:12,942.5,20.4,20.5,47.4,50.0,0,0,0,0
2026-09-02 06:08:14,944.5,20.4,20.5,47.4,50.0,0,0,0,0
2026-09-02 06:08:16,946.6,20.4,20.5,47.3,50.0,0,0,0,0
2026-09-02 06:08:18,948.6,20.4,20.5,47.3,50.0,0,0,0,0
2026-09-02 06:08:20,950.6,20.4,20.5,47.4,50.0,0,0,0,0
2026-09-02 06:08:22,952.6,20.4,20.5,47.4,50.0,0,0,0,0
2026-09-02 06:08:24,954.6,20.4,20.5,47.3,50.0,0,0,0,0
2026-09-02 06:08:26,956.6,20.4,20.5,47.3,50.0,0,0,0,0
2026-09-02 06:08:28,958.6,20.4,20.5,47.4,50.0,0,0,0,0
2026-09-02 06:08:30,960.6,20.4,20.5,47.4,50.0,0,0,0,0
2026-09-02 06:08:32,962.6,20.4,20.5,47.4,50.0,0,0,0,0
2026-09-02 06:08:34,964.6,20.4,20.5,47.4,50.0,0,0,0,0
2026-09-02 06:08:36,966.6,20.4,20.5,47.4,50.0,0,0,0,0
