date,time,tara,tweight,dweight,pweight,chemical_id,MUESTRA,%Fe,%Cu,%Zn,%Mo,%Ins,pSol,CODIGO_MUESTRA
2024/10/07,11:10:00,110,795.5,126.5,685.5,1728316525,Concentrado 1ra Limpieza L2,27.005,25.672,0.341,1.109,7.56,18.45,C_01_S09
2024/10/07,11:12:00,110.5,1025,101,914.5,1728317147,Cola Scavenger L1,9.508,0.442,0,0.01,0,11.04,C_01_S04
2024/10/07,11:15:00,110.5,911.5,296.5,801,1728317179,Rebose Hidrociclones L1,2.521,0.53,0.011,0.024,0,37.02,C_01_S01
2024/10/07,11:17:00,109.5,999.5,334,890,1728317232,Concentrado Primario L2,23.275,17.049,0.214,0.777,24.64,37.53,C_01_S14
2024/10/07,11:19:00,110,1020,338.5,910,1728317235,Concentrado Primario L1,23.294,15.909,0.207,0.784,26.4,37.2,C_01_S15
2024/10/09,16:20:00,110.5,870.5,296,760,1728508643,Rebose Hidrociclones L1,3.16,0.593,0,0.022,0,38.95,C_01_S01
2024/10/09,16:23:00,111,862.5,282.5,751.5,1728508647,Rebose Hidrociclones L2,3.027,0.517,0,0.022,0,37.59,C_01_S02
2024/10/09,16:25:00,109,808.5,172.5,699.5,1728508649,Relave Final,2.6,0.059,0,0.004,0,24.66,C_01_S03
2024/10/09,16:29:00,110.5,960,75,849.5,1728508653,Cola Scavenger L1,9.222,0.373,0,0.007,0,8.83,C_01_S04
2024/10/09,16:31:00,110,739.5,127,629.5,1728508665,Concentrado Colectivo,29.281,27.367,0,1.097,5.88,20.17,C_01_S10
2024/10/09,16:32:00,108.5,966.5,76,858,1728508655,Cola Scavenger L2,9.278,0.362,0,0.006,0,8.86,C_01_S05
2024/10/09,16:35:00,111,720,48.5,609,1728508658,Concentrado 1ra Limpieza L1,29.513,25.07,0,1.139,8.08,7.96,C_01_S08
2024/10/09,16:38:00,110,783.5,178.5,673.5,1728508664,Concentrado 1ra Limpieza L2,29.531,25.17,0,0.962,7.6,26.5,C_01_S09
2024/10/09,16:43:00,109.5,935,298,825.5,1728508666,Concentrado Primario L2,24.899,17.379,0,0.665,24.8,36.1,C_01_S14
2024/10/09,16:45:00,110,942.5,288.5,832.5,1728508667,Concentrado Primario L1,23.554,15.182,0,0.653,28.72,34.65,C_01_S15
2024/10/14,17:39:00,110.5,986.5,294,876,1728945327,Concentrado Primario L1,19.002,13.184,0.08,0.708,40.96,33.56,C_01_S15
2024/10/14,17:41:00,108,940,348,832,1728945332,Rebose Hidrociclones L1,2.376,0.633,0.007,0.031,0,41.83,C_01_S01
2024/10/14,17:42:00,111,830,191,719,1728945336,Concentrado Colectivo,29.251,21.125,0.102,1.059,15.44,26.56,C_01_S10
2024/10/14,17:45:00,109,966.5,284,857.5,1728945341,Concentrado Primario L2,20.837,15.681,0.096,0.747,35.3,33.12,C_01_S14
2024/10/14,17:47:00,111,818,149,707,1728945343,Relave Final,1.699,0.055,0,0.006,0,21.07,C_01_S03
2024/10/14,17:49:00,110,846,206,736,1728945344,Concentrado 1ra Limpieza L2,30.248,21.274,0.109,1.055,12.88,27.99,C_01_S09
2024/10/14,17:52:00,108.5,970,79,861.5,1728945346,Cola Scavenger L1,6.152,0.194,0,0.007,0,9.17,C_01_S04
2024/10/14,17:54:00,111,761.5,57.5,650.5,1728945347,Concentrado 1ra Limpieza L1,29.418,20.326,0.111,1.158,15.48,8.84,C_01_S08
2024/10/14,17:57:00,108.5,983.5,78,875,1728945349,Cola Scavenger L2,6.181,0.194,0,0.007,0,8.91,C_01_S05
2024/10/23,10:06:00,110.5,734.5,56.5,624,1729695734,Concentrado 1ra Limpieza L1,28.041,19.059,0,1.23,7.05,9.05,C_01_S08
2024/10/23,10:07:00,110.5,900,298,789.5,1729695755,Rebose Hidrociclones L1,3.017,0.39,0,0.018,0,37.75,C_01_S01
2024/10/23,10:10:00,110,913.5,307,803.5,1729695760,Rebose Hidrociclones L2,3.148,0.439,0,0.019,0,38.21,C_01_S02
2024/10/23,10:12:00,109,831,167.5,722,1729695763,Relave Final,3.318,0.055,0,0.004,0,23.2,C_01_S03
2024/10/23,10:16:00,108.5,960,93.5,851.5,1729695765,Cola Scavenger L1,7.24,0.162,0,0.007,0,10.98,C_01_S04
2024/10/23,10:18:00,110,854,219.5,744,1729696410,Concentrado 1ra Limpieza L2,28.697,20.738,0,1.086,5.83,29.5,C_01_S09
2024/10/23,10:21:00,110,823.5,178,713.5,1729696413,Concentrado Colectivo,28.56,24.786,0,1.097,3.97,24.95,C_01_S10
2024/10/23,10:23:00,109.5,964.5,303.5,855,1729696415,Concentrado Primario L2,23.221,17.676,0,0.847,13.21,35.5,C_01_S14
2024/10/23,10:25:00,110,986.5,308.5,876.5,1729696417,Concentrado Primario L1,22.331,16.788,0,0.804,13.85,35.2,C_01_S15
2024/10/25,16:45:00,108,945.5,343.5,837.5,1729892616,Rebose Hidrociclones L1,1.998,0.557,0,0.025,0,41.01,C_01_S01
2024/10/25,16:48:00,111,742,55,631,1729892637,Concentrado 1ra Limpieza L1,27.261,20.046,0,1.356,14.18,8.72,C_01_S08
2024/10/25,16:49:00,111,734.5,230.5,623.5,1729892641,Rebose Hidrociclones L2,2.121,0.608,0,0.025,0,36.97,C_01_S02
2024/10/25,16:51:00,110,851,193,741,1729892646,Concentrado 1ra Limpieza L2,26.921,23.305,0,1.11,11.98,26.05,C_01_S09
2024/10/25,16:53:00,111,830.5,157.5,719.5,1729892652,Relave Final,1.656,0.074,0,0.005,0,21.89,C_01_S03
2024/10/25,16:54:00,109,1008.5,351.5,899.5,1729892657,Concentrado Primario L2,22.318,19.256,0,0.863,26,39.08,C_01_S14
2024/10/25,16:57:00,110,1001.5,94,891.5,1729892663,Cola Scavenger L1,6.437,0.138,0,0.009,0,10.54,C_01_S04
2024/10/25,17:01:00,108.5,612.5,73,504,1729892675,Cola Scavenger L2,6.073,0.123,0,0.008,0,14.48,C_01_S05
2024/10/25,17:02:00,110.5,1015.5,344,905,1729892679,Concentrado Primario L1,21.616,17.38,0,0.828,29.58,38.01,C_01_S15
2024/10/25,17:04:00,108,807,184.5,699,1729893561,Concentrado Colectivo,27.041,25.675,0,1.244,9.36,26.39,C_01_S10
2024/10/30,17:13:00,108.5,954.5,99.5,846,1730326142,Cola Scavenger L2,3.477,0.073,0,0.005,0,11.76,C_01_S05
2024/10/30,17:15:00,110.5,599,32.5,488.5,1730326144,Concentrado 1ra Limpieza L1,25.203,23.305,0.284,1.509,16.1,6.65,C_01_S08
2024/10/30,17:18:00,110,975,99.5,865,1730326147,Cola Scavenger L1,3.534,0.076,0,0.005,0,11.5,C_01_S04
2024/10/30,17:19:00,109.5,935,262.5,825.5,1730326149,Concentrado Primario L2,16.916,16.096,0.179,0.899,39.5,31.8,C_01_S14
2024/10/30,17:23:00,110,806,153,696,1730326154,Concentrado 1ra Limpieza L2,25.102,23.404,0.273,1.504,16.12,21.98,C_01_S09
2024/10/30,17:25:00,109,804.5,136,695.5,1730326155,Relave Final,1.616,0.06,0,0.006,0,19.55,C_01_S03
2024/10/30,17:26:00,110,918.5,257.5,808.5,1730326157,Concentrado Primario L1,16.916,15.109,0.183,0.781,41.68,31.85,C_01_S15
2024/10/30,17:28:00,110.5,936,369.5,825.5,1730326159,Rebose Hidrociclones L1,2.084,0.594,0.011,0.035,0,44.76,C_01_S01
2024/10/30,17:41:00,110,771,162,661,1730327875,Concentrado Colectivo,26.27,26.169,0.294,1.491,11.66,24.51,C_01_S10
2024/10/30,17:48:00,110,925.5,332.5,815.5,1730328344,Rebose Hidrociclones L2,2.3,0.576,0.011,0.031,0,40.77,C_01_S02
2024/11/01,12:08:00,110.5,719.5,37.5,609,1730480655,Concentrado 1ra Limpieza L1,26.184,22.599,0.213,1.374,14.28,6.16,C_01_S08
2024/11/01,12:09:00,109.5,974,302,864.5,1730480656,Concentrado Primario L2,20.492,16.256,0.123,0.783,32.5,34.93,C_01_S14
2024/11/01,12:11:00,110.5,949,344.5,838.5,1730480658,Rebose Hidrociclones L1,2.278,0.617,0.006,0.026,0,41.09,C_01_S01
2024/11/01,12:13:00,110,806.5,170,696.5,1730480660,Concentrado 1ra Limpieza L2,25.981,23.343,0.191,1.216,13.06,24.41,C_01_S09
2024/11/01,12:17:00,110,766.5,126,656.5,1730480665,Concentrado Colectivo,26.953,26.713,0.197,1.185,9.04,19.19,C_01_S10
2024/11/01,12:18:00,109,824,135.5,715,1730480667,Relave Final,1.673,0.059,0,0.004,0,18.95,C_01_S03
2024/11/01,12:20:00,110,993.5,304,883.5,1730480668,Concentrado Primario L1,20.139,16.057,0.116,0.751,34.38,34.41,C_01_S15
2024/11/01,12:23:00,110,978,98.5,868,1730480670,Cola Scavenger L1,8.429,0.1,0,0.026,0,11.35,C_01_S04
2024/11/01,12:26:00,108.5,975,98.5,866.5,1730480672,Cola Scavenger L2,8.411,0.107,0,0.027,0,11.37,C_01_S05
2024/11/04,10:31:00,110.5,908.5,354,798,1730734075,Rebose Hidrociclones L1,4.401,0.399,0.016,0.029,0,44.36,C_01_S01
2024/11/04,10:34:00,109,880.5,236,771.5,1730734078,Relave Final,5.042,0.079,0,0.011,0,30.59,C_01_S03
2024/11/04,10:37:00,108.5,963.5,87.5,855,1730734080,Cola Scavenger L1,4.083,0.075,0,0.016,0,10.23,C_01_S04
2024/11/04,10:41:00,108.5,955.5,88,847,1730734082,Cola Scavenger L2,4.12,0.058,0,0.015,0,10.39,C_01_S05
2024/11/04,10:43:00,110.5,724,53,613.5,1730734083,Concentrado 1ra Limpieza L1,25.979,26.515,0.322,1.601,10.22,8.64,C_01_S08
2024/11/04,10:47:00,110,766,129,656,1730734084,Concentrado 1ra Limpieza L2,26.764,27.555,0.305,1.38,8.72,19.66,C_01_S09
2024/11/04,10:51:00,109.5,542.5,123.5,433,1730734089,Concentrado Primario L2,16.957,14.67,0.186,0.901,40.7,28.52,C_01_S14
2024/11/04,10:53:00,110,921,253,811,1730734091,Concentrado Primario L1,18.161,16.652,0.232,1.101,36.58,31.2,C_01_S15
2024/11/04,11:05:00,110,927,308.5,817,1730736233,Rebose Hidrociclones L2,4.366,0.462,0.018,0.033,0,37.76,C_01_S02
2024/11/04,11:10:00,110,1243,236.5,1133,1730736525,Concentrado Colectivo,27.071,28.943,0.31,1.347,6.78,20.87,C_01_S10
2024/11/06,11:17:00,110,727,223,617,1730910276,Rebose Hidrociclones L2,2.293,0.752,0,0.038,0,36.14,C_01_S02
2024/11/06,11:30:00,109,819,155,710,1730910484,Relave Final,1.273,0.085,0,0.007,0,21.83,C_01_S03
2024/11/06,11:33:00,108.5,1002,107,893.5,1730910488,Cola Scavenger L1,10.763,0.205,0,0.022,0,11.98,C_01_S04
2024/11/06,11:37:00,108.5,971.5,99.5,863,1730910492,Cola Scavenger L2,10.561,0.18,0,0.02,0,11.53,C_01_S05
2024/11/06,11:42:00,110,892.5,251,782.5,1730810497,Concentrado 1ra Limpieza L2,30.352,16.206,0,0.936,0,32.08,C_01_S09
2024/11/06,11:43:00,109.5,1034,361.5,924.5,1730910502,Concentrado Primario L2,26.997,13.282,0,0.743,21.28,39.1,C_01_S14
2024/11/06,11:46:00,110,1038.5,354.5,928.5,1730910504,Concentrado Primario L1,26.39,12.588,0,0.743,23.64,38.18,C_01_S15
2024/12/02,11:13:00,111,919,309.5,808,1733155842,Rebose Hidrociclones L2,3.26,0.356,0.009,0.011,0,38.3,C_01_S02
2024/12/02,11:15:00,111,838.5,174.5,727.5,1733155847,Relave Final,2.692,0.052,0,0.005,0,23.99,C_01_S03
2024/12/02,11:22:00,108.5,1114,60.5,1005.5,1733155853,Cola Scavenger L2,10.038,0.49,0,0.02,0,6.02,C_01_S05
2024/12/02,11:26:00,108.5,1102,40,993.5,1733156586,Cola Scavenger L1,9.826,0.461,0,0.018,0,4.03,C_01_S04
2024/12/02,11:34:00,110,884,174,774,1733156820,Concentrado 1ra Limpieza L2,28.141,23.69,0.24,0.657,9.56,22.48,C_01_S09
2024/12/02,11:37:00,111,825.5,148.5,714.5,1733156824,Concentrado Colectivo,27.807,26.415,0.265,0.645,7.58,20.78,C_01_S10
2024/12/02,11:41:00,110.5,804,38.5,693.5,1733157298,Concentrado 1ra Limpieza L1,27.854,24.384,0.251,0.603,8.92,5.55,C_01_S08
2024/12/04,11:32:00,109,561.5,108,452.5,1733329774,Relave Final,2.522,0.058,0,0.005,0,23.87,C_01_S03
2024/12/04,11:35:00,110.5,1046.5,76.5,936,1733329777,Cola Scavenger L1,7.328,0.255,0,0.012,0,8.17,C_01_S04
2024/12/04,11:38:00,108.5,914,71,805.5,1733329779,Cola Scavenger L2,7.33,0.265,0,0.014,0,8.81,C_01_S05
2024/12/04,11:42:00,110,880.5,221,770.5,1733329790,Concentrado Primario L1,22.495,15.174,0.141,0.644,28.12,28.68,C_01_S15
2024/12/04,11:46:00,110.5,684,15,573.5,1733330542,Concentrado 1ra Limpieza L1,24.549,21.492,0.226,0.818,14.34,2.62,C_01_S08
2024/12/04,11:51:00,110,777.5,40,667.5,1733330544,Concentrado 1ra Limpieza L2,23.69,16.119,0.175,1.007,26.58,5.99,C_01_S09
2024/12/04,11:53:00,110,823,171,713,1733330546,Concentrado Colectivo,28.181,24.477,0.28,0.918,10.44,23.98,C_01_S10
2024/12/04,11:55:00,110,913,319.5,803,1733330548,Rebose Hidrociclones L2,2.68,0.47,0.008,0.018,0,39.79,C_01_S02
2024/12/04,11:56:00,109.5,938.5,277,829,1733330551,Concentrado Primario L2,23.063,17.96,0.175,0.688,23.2,33.41,C_01_S14
2024/12/10,1:10:00,111,601,106.5,490,1733810631,Concentrado Colectivo,27.568,26.567,0,1.8,9.02,21.73,C_01_S10
2024/12/10,1:19:00,110.5,695,13,584.5,1733811345,Concentrado 1ra Limpieza L1,27.668,25.472,0,1.446,10.8,2.22,C_01_S08
2024/12/10,1:22:00,108.5,960,46,851.5,1733811358,Cola Scavenger L1,11.703,0.374,0,0.024,0,5.4,C_01_S04
2024/12/10,1:24:00,110.5,863,272.5,752.5,1733811684,Concentrado Primario L2,22.605,20.099,0,1.316,25.88,36.21,C_01_S14
2024/12/10,1:29:00,108.5,975.5,52,867,1733811997,Cola Scavenger L2,11.409,0.321,0,0.02,0,6,C_01_S05
2024/12/10,1:31:00,110.5,327,24.5,216.5,1733812042,Concentrado Primario L1,20.969,21.442,0,2.035,25.92,11.32,C_01_S15
2024/12/10,1:36:00,111,799,296,688,1733812404,Rebose Hidrociclones L2,3.049,0.695,0,0.044,0,43.02,C_01_S02
2024/12/13,9:36:00,109,861.5,235,752.5,1734100327,Relave Final,2.298,0.079,0,0.006,0,31.23,C_01_S03
2024/12/13,9:40:00,110.5,1091.8,78,981.3,1734100370,Cola Scavenger L1,8.361,0.253,0,0.011,0,7.95,C_01_S04
2024/12/13,9:43:00,108.5,1091.2,83,982.7,1734100375,Cola Scavenger L2,7.726,0.214,0,0.01,0,8.45,C_01_S05
2024/12/13,9:45:00,110.5,786,44.5,675.5,1734100380,Concentrado 1ra Limpieza L1,29.813,27.799,0.195,0.82,7.3,6.59,C_01_S08
2024/12/13,9:48:00,110,834.5,163,724.5,1734100383,Concentrado Colectivo,28.491,24.733,0.184,0.733,12.44,22.5,C_01_S10
2024/12/13,9:50:00,109.5,940.5,302.5,831,1734100386,Concentrado Primario L2,23.407,18.104,0.124,0.717,28.84,36.4,C_01_S14
2024/12/13,9:52:00,110,938.2,295,828.2,1734100389,Concentrado Primario L1,22.633,17.956,0.118,0.653,28.16,35.62,C_01_S15
2024/12/16,15:22:00,110,824.5,154,714.5,1734380443,Concentrado Colectivo,28.019,25.326,0,1.299,11.54,21.55,C_01_S10
2024/12/16,15:26:00,110,955.5,240,845.5,1734380446,Concentrado Primario L2,17.013,14.196,0,0.898,40.54,28.39,C_01_S14
2024/12/16,15:28:00,110.5,869.5,184,759,1734380470,Relave Final,2.138,0.065,0,0.008,0,24.24,C_01_S03
2024/12/16,15:30:00,108,652.5,44,544.5,1734380502,Concentrado 1ra Limpieza L1,27.143,24.188,0,1.286,14.36,8.08,C_01_S08
2024/12/23,10:28:00,110,1022,360.5,912,1734967525,Rebose Hidrociclones L2,2.609,0.738,0.007,0.055,0,39.53,C_01_S02
2024/12/23,10:31:00,109,957,229.5,848,1734967541,Relave Final,1.918,0.067,0,0.014,0,27.06,C_01_S03
2024/12/23,10:34:00,110.5,1271.5,88,1161,,Cola Scavenger L1,,,,,,7.58,C_01_S04
2024/12/23,10:38:00,108.5,1254,84.5,1145.5,,Cola Scavenger L2,,,,,,7.38,C_01_S05
2024/12/23,10:40:00,110.5,944,135,833.5,1734967550,Concentrado 1ra Limpieza L1,29.548,26.761,0.178,2.149,9.02,16.2,C_01_S08
2024/12/23,10:54:00,109.5,1075,357,965.5,1734968918,Concentrado Primario L2,24.122,20.231,0.144,1.623,26.22,36.98,C_01_S14
2024/12/23,10:56:00,110,983.5,192.5,873.5,1734969224,Concentrado Primario L1,22.325,20.38,0.143,1.804,28.22,22.04,C_01_S15
2024/12/23,11:23:00,110,1015.5,258,905.5,1734970875,Concentrado Colectivo,30.027,28.64,0.187,2.122,7.02,28.49,C_01_S10
2024/12/27,10:54:00,110,1015.5,258,905.5,1735314796,Concentrado Colectivo,27.639,26.766,0,1.486,10.62,28.49,C_01_S10
2024/12/27,10:56:00,109.5,1075,357,965.5,1735314799,Concentrado Primario L2,18.12,13.93,0,0.759,41.3,36.98,C_01_S14
2024/12/27,11:01:00,110.5,944,135,833.5,1735314803,Concentrado 1ra Limpieza L1,25.264,22.487,0,1.427,18.4,16.2,C_01_S08
2024/12/27,11:06:00,110,983.5,192.5,873.5,1735315372,Concentrado Primario L1,14.941,11.642,0,0.621,49.28,22.04,C_01_S15
2024/12/27,11:08:00,108.5,1254,84.5,1145.5,1735315378,Cola Scavenger L2,5.989,0.302,0,0.014,0,7.38,C_01_S05
2024/12/27,11:12:00,110.5,1271.5,88,1161,1735315380,Cola Scavenger L1,5.634,0.306,0,0.015,0,7.58,C_01_S04
2024/12/27,11:14:00,109,957,229.5,848,1735315381,Relave Final,2.655,0.06,0,0.006,0,27.06,C_01_S03
2024/12/27,11:17:00,110,1022,360.5,912,1735315383,Rebose Hidrociclones L2,2.965,0.515,0,0.023,0,39.53,C_01_S02
2024/12/30,12:38:00,110,1001.5,202.5,891.5,1735580096,Concentrado Primario L1,17.59,17.313,0,2.274,36.18,22.71,C_01_S15
2024/12/30,12:40:00,110.5,736.5,70,626,1735580097,Concentrado 1ra Limpieza L1,25.472,26.716,0,3.39,11.62,11.18,C_01_S08
2024/12/30,12:42:00,110,1047.5,354,937.5,1735580192,Rebose Hidrociclones L2,2.618,0.622,0,0.065,0,37.76,C_01_S02
2024/12/30,12:45:00,109,736.5,126,627.5,1735580584,Relave Final,2.272,0.052,0,0.013,0,20.08,C_01_S03
2024/12/30,12:47:00,109.5,1055,300,945.5,1735580594,Concentrado Primario L2,19.325,18.656,0,2.029,31.76,31.73,C_01_S14
2024/12/30,12:50:00,110.5,1234.5,64.5,1124,1735580603,Cola Scavenger L1,4.834,0.133,0,0.029,0,5.74,C_01_S04
2024/12/30,12:53:00,108.5,1269.5,78.5,1161,1735581025,Cola Scavenger L2,4.632,0.124,0,0.028,0,6.76,C_01_S05
2025/01/01,11:24:00,111,1030.5,333.5,919.5,1725748516,Rebose Hidrociclones L2,3.082,0.481,0,0.02,0,36.27,C_01_S02
2025/01/01,11:26:00,111,997.5,272.5,886.5,1725748569,Relave Final,2.881,0.05,0,0.004,0,30.74,C_01_S03
2025/01/01,12:43:00,108.5,1281.5,76.5,1173,1725753212,Cola Scavenger L2,9.488,0.231,0,0.01,0,6.52,C_01_S05
2025/01/01,12:44:00,111,963,173.5,852,1725753242,Concentrado Colectivo,28.922,23.93,0,1.165,0,20.36,C_01_S10
2025/01/01,12:49:00,108,1060.5,294.5,952.5,1725753246,Concentrado Primario L2,21.386,17.363,0,1.236,0,30.92,C_01_S14
2025/01/13,15:40:00,110,1053.5,386.5,943.5,1736800413,Rebose Hidrociclones L2,2.068,0.573,0.006,0.051,0,40.96,C_01_S02
2025/01/13,15:44:00,110.5,1315,120,1204.5,1736800437,Cola Scavenger L1,4.956,0.164,0,0.041,0,9.96,C_01_S04
2025/01/13,15:47:00,108.5,1309.5,137,1201,1736800783,Cola Scavenger L2,4.789,0.151,0,0.036,0,11.41,C_01_S05
2025/01/13,15:49:00,109.5,1086.5,351.5,977,1736801111,Concentrado Primario L2,20.07,19.403,0.093,1.505,3.4,35.98,C_01_S14
2025/01/13,15:51:00,110,654,153.5,544,1736801128,Concentrado Primario L1,18.823,19.801,0.098,1.597,6.84,28.22,C_01_S15
2025/01/13,15:54:00,110.5,944.5,104,834,1736801404,Concentrado 1ra Limpieza L1,26.409,27.661,0,2.113,0,12.47,C_01_S08
2025/01/13,16:00:00,110,1017.5,272,907.5,1736801453,Concentrado 1ra Limpieza L2,26.35,27.263,0.12,2.115,31.24,29.97,C_01_S09
2025/01/13,16:02:00,110,1047.5,258.5,937.5,1736801456,Concentrado Colectivo,27.048,29.054,0.134,2.226,5.42,27.57,C_01_S10
2025/01/20,12:37:00,109,1021,279.5,912,1737394566,Relave Final,2.169,0.083,0,0.008,0,30.65,C_01_S03
2025/01/20,12:41:00,110.5,1132.5,89.5,1022,1737394642,Cola Scavenger L1,8.441,0.376,0,0.016,0,8.76,C_01_S04
2025/01/20,12:47:00,110.5,981.5,136,871,1737395002,Concentrado 1ra Limpieza L1,24.798,24.629,0.188,1.456,11.98,15.61,C_01_S08
2025/01/20,12:49:00,109.5,1119.5,354,1010,1737395008,Concentrado Primario L2,20.184,18.968,0.146,1.125,27.38,35.05,C_01_S14
2025/01/20,12:53:00,110,1035,235.5,925,1737395338,Concentrado 1ra Limpieza L2,24.994,22.941,0.171,1.4,13.12,25.46,C_01_S09
2025/01/20,12:57:00,110,1057.5,226,947.5,1737395400,Concentrado Primario L1,17.251,17.528,0.13,1.192,35.6,23.85,C_01_S15
2025/01/20,12:58:00,110,1083,249.5,973,1737395402,Concentrado Colectivo,25.441,25.97,0.201,1.51,10.04,25.64,C_01_S10
2025/01/20,14:28:00,110.5,1070,402,959.5,1737401188,Rebose Hidrociclones L1,2.884,0.641,0.007,0.036,0,41.9,C_01_S01
2025/01/20,14:36:00,110,1054,377.5,944,1737401557,Rebose Hidrociclones L2,2.589,0.591,0.007,0.036,0,39.99,C_01_S02
2025/01/22,11:48:00,110.5,1068,379.5,957.5,1737564373,Rebose Hidrociclones L1,2.453,0.698,0.008,0.044,0,39.63,C_01_S01
2025/01/22,11:53:00,110,1079,386.5,969,1737564578,Rebose Hidrociclones L2,2.461,0.7,0.007,0.046,0,39.89,C_01_S02
2025/01/22,11:56:00,109,1001.5,296,892.5,1737564845,Relave Final,2.165,0.085,0,0.009,0,33.17,C_01_S03
2025/01/22,12:00:00,110.5,1328.5,119,1218,1737564847,Cola Scavenger L1,5.013,0.245,0,0.015,0,9.77,C_01_S04
2025/01/22,12:02:00,110.5,953.5,100,843,1737564889,Concentrado 1ra Limpieza L1,27.277,24.886,0.157,1.628,12.28,11.86,C_01_S08
2025/01/22,12:03:00,109.5,1116.5,337,1007,1737564891,Concentrado Primario L2,23.544,19.712,0.133,1.326,26.66,33.47,C_01_S14
2025/01/22,12:06:00,110,1026,222,916,1737564892,Concentrado 1ra Limpieza L2,27.51,22.964,0.14,1.611,14.06,24.24,C_01_S09
2025/01/22,12:07:00,110,1100.5,321,990.5,1737564894,Concentrado Primario L1,20.303,15.868,0.113,1.139,34.8,32.41,C_01_S15
2025/01/22,12:09:00,110,1018.5,215.5,908.5,1737566495,Concentrado Colectivo,27.468,26.611,0.163,1.67,10.44,23.72,C_01_S10
2025/01/27,11:17:00,110,794.5,161,684.5,1737994392,Concentrado 1ra Limpieza L2,27.384,24.147,0.19,2.969,11.34,23.52,C_01_S09
2025/01/27,11:21:00,110.5,1055.5,280.5,945,1737994467,Concentrado Primario L1,20.04,17.149,0.129,1.618,33.76,29.68,C_01_S15
2025/01/27,11:23:00,109,1074,318,965,1737994474,Concentrado Primario L2,20.383,18.234,0.135,1.67,31.7,32.95,C_01_S14
2025/01/27,11:29:00,110.5,1034,262,923.5,1737995102,Concentrado 1ra Limpieza L1,27.56,24.394,0.189,2.713,11.26,28.37,C_01_S08
2025/01/29,11:07:00,110,1020.5,261.2,910.5,1738166586,Concentrado 1ra Limpieza L2,29.258,21.937,0.16,0.589,10.92,28.69,C_01_S09
2025/01/29,11:10:00,108.5,1236.5,67.5,1128,1738166665,Cola Scavenger L1,12.686,0.814,0,0.019,0,5.98,C_01_S04
2025/01/29,11:11:00,109,1083.5,336.7,974.5,1738166675,Concentrado Primario L2,23.932,17.756,0.13,0.461,23.4,34.55,C_01_S14
2025/01/29,11:14:00,110.5,1100.5,353.2,990,1738166680,Concentrado Primario L1,25.595,16.821,0.117,0.442,21.82,35.68,C_01_S15
2025/01/29,11:20:00,110.5,955,139,844.5,1738166689,Concentrado 1ra Limpieza L1,28.923,23.609,0.178,0.626,9.72,16.46,C_01_S08
2025/02/03,11:13:00,108.5,1270,58.2,1161.5,1738598907,Cola Scavenger L1,11.423,0.505,0,0.01,0,5.01,C_01_S04
2025/02/03,11:16:00,108.5,1283.5,68.8,1175,1738598911,Cola Scavenger L2,11.059,0.482,0,0.012,0,5.86,C_01_S05
2025/02/03,11:19:00,111,1052.5,350.8,941.5,1738599294,Rebose Hidrociclones L2,3.222,0.851,0,0.042,0,37.26,C_01_S02
2025/02/03,11:23:00,110,1047,279.4,937,1738599543,Concentrado 1ra Limpieza L2,26.948,22.428,0,1.083,12.9,29.82,C_01_S09
2025/02/03,11:27:00,110.5,953,109.4,842.5,1738599650,Concentrado 1ra Limpieza L1,27.003,24.593,0,1.103,9.86,12.99,C_01_S08
2025/02/03,11:28:00,110.5,1120,360.4,1009.5,1738599793,Concentrado Primario L1,23.023,18.1,0,0.803,26.12,35.7,C_01_S15
2025/02/03,11:37:00,109,1106,325,997,1738600511,Concentrado Primario L2,22.846,18.297,0,0.602,26.64,32.6,C_01_S14
2025/02/03,12:18:00,111,1000.5,207.8,889.5,1738602968,Concentrado Colectivo,26.91,29.216,0,1.115,6,23.36,C_01_S10
2025/02/03,12:20:00,111,884.5,177.2,773.5,1738602983,Relave Final,2.239,0.091,0,0.006,0,22.91,C_01_S03
2025/02/05,11:35:00,110,1042.5,233.5,932.5,1738772835,Concentrado Colectivo,26.405,23.019,0.118,1.274,14.38,25.04,C_01_S10
2025/02/05,11:41:00,110,1115.5,294,1005.5,1738773443,Concentrado Primario L1,20.206,18.297,0.058,1.122,31.12,29.24,C_01_S15
2025/02/05,11:43:00,109.5,1116.5,342.5,1007,1738773450,Concentrado Primario L2,21.372,18.69,0.074,0.928,28.8,34.01,C_01_S14
2025/02/07,10:23:00,110.5,953,113,842.5,1738941585,Concentrado 1ra Limpieza L1,24.51,25.33,0.244,1.689,12.7,13.41,C_01_S08
2025/02/07,10:27:00,110,1024.5,234.5,914.5,1738941591,Concentrado 1ra Limpieza L2,24.292,23.654,0.245,1.877,14.34,25.64,C_01_S09
2025/02/07,10:31:00,110.5,1171,378,1060.5,1738941600,Concentrado Primario L1,21.765,20.008,0.192,1.306,25.2,35.64,C_01_S15
2025/02/07,10:33:00,111,1082.5,249.5,971.5,1738941725,Concentrado Colectivo,25.03,25.626,0.255,1.993,11.74,25.68,C_01_S10
2025/02/07,10:40:00,109,1109.5,338,1000.5,1738942343,Concentrado Primario L2,21.132,18.529,0.175,1.246,28.74,33.78,C_01_S14
2025/02/07,10:42:00,108.5,1306,129.5,1197.5,1738942351,Cola Scavenger L2,6.589,0.548,0,0.059,0,10.81,C_01_S05
