date,time,tara,tweight,dweight,pweight,chemical_id,MUESTRA,%Fe,%Cu,%Zn,%Mo,%Ins,pSol,CODIGO_MUESTRA,time_hhmm,motivo_error
2025-05-02,11:54:00,108.5,1344.0,152.0,1235.5,7948.0,Cola Scavenger L1,0.555,0.249,0.0,0.04,0.0,12.3,C_01_S04,11:54,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-05-02 a las 11:54.
2025-05-05,11:59:00,110.5,1338.0,125.5,1227.5,7961.0,Cola Scavenger L1,8.544,0.295,0.0,0.014,0.0,10.22,C_01_S04,11:59,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-05-05 a las 11:59.
2025-05-07,10:07:00,110.0,1092.0,390.5,982.0,7972.0,Rebose Hidrociclones L1,2.587,0.567,0.007,0.028,0.0,39.77,C_01_S01,10:07,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-05-07 a las 10:07.
2025-05-07,11:46:00,109.5,1330.5,124.0,1221.0,7975.0,Cola Scavenger L1,6.248,0.23,0.0,0.011,0.0,10.16,C_01_S04,11:46,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-05-07 a las 11:46.
2025-05-12,13:31:00,109.5,1333.5,159.5,1224.0,7985.0,Cola Scavenger L1,9.644,0.258,0.0,0.015,0.0,13.03,C_01_S04,13:31,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-05-12 a las 13:31.
2025-05-14,10:49:00,110.5,1336.0,143.5,1225.5,1747237486.0,Cola Scavenger L1,7.629,0.268,0.0,0.013,0.0,11.71,C_01_S04,10:49,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-05-14 a las 10:49.
2025-05-16,11:47:00,110.5,1367.0,215.0,1256.5,1747413599.0,Cola Scavenger L1,7.502,0.276,0.0,0.01,0.0,17.11,C_01_S04,11:47,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-05-16 a las 11:47.
2025-05-19,11:54:00,108.5,1353.0,169.0,1244.5,1747673154.0,Cola Scavenger L1,8.556,0.267,0.0,0.044,0.0,13.58,C_01_S04,11:54,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-05-19 a las 11:54.
2025-05-19,12:11:00,110.0,1333.5,170.5,1223.5,1747673875.0,Cola Scavenger L2,8.814,0.282,0.0,0.041,0.0,13.94,C_01_S05,12:11,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-05-19 a las 12:11.
2025-05-26,12:31:00,108.5,1286.0,68.0,1177.5,1748279909.0,Cola Scavenger L1,7.645,0.285,0.0,0.082,0.0,5.77,C_01_S04,12:31,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-05-26 a las 12:31.
2025-05-28,15:56:00,108.5,1309.0,81.0,1200.5,1748465364.0,Cola Scavenger L1,9.198,0.192,0.0,0.016,0.0,6.75,C_01_S04,15:56,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-05-28 a las 15:56.
2025-05-30,10:03:00,108.5,1346.5,144.0,1238.0,1748617090.0,Cola Scavenger L1,6.165,0.148,0.0,0.015,0.0,11.63,C_01_S04,10:03,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-05-30 a las 10:03.
2025-06-02,11:28:00,108.5,1059.5,79.5,951.0,1748881336.0,Cola Scavenger L1,5.939,0.113,0.0,0.023,0.0,8.36,C_01_S04,11:28,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-06-02 a las 11:28.
2025-06-06,10:43:00,109.5,1109.5,346.5,1000.0,1749224457.0,Concentrado Primario L1,23.14,16.119,0.089,1.208,30.56,34.65,C_01_S15,10:43,"Fallo Muestra/Código: A esa hora existen las muestras ['Concentrado Primario L2 [C_01_S14]'], pero no 'Concentrado Primario L1' ['C_01_S15']."
2025-06-06,10:46:00,110.0,1102.0,347.0,992.0,1749224479.0,Concentrado Primario L2,22.91,15.92,0.09,1.261,30.56,34.98,C_01_S14,10:46,"Fallo Muestra/Código: A esa hora existen las muestras ['Concentrado Primario L1 [C_01_S15]'], pero no 'Concentrado Primario L2' ['C_01_S14']."
2025-06-06,10:59:00,110.0,1006.0,204.5,896.0,1749225004.0,Concentrado 1ra Limpieza L2,26.871,20.398,0.111,1.685,18.5,22.82,C_01_S09,10:59,"Fallo Muestra/Código: A esa hora existen las muestras ['Relave Final [C_01_S03]'], pero no 'Concentrado 1ra Limpieza L2' ['C_01_S09']."
2025-06-06,11:03:00,110.5,1322.0,101.0,1211.5,1749225499.0,Cola Scavenger L1,9.028,0.136,0.0,0.02,0.0,8.34,C_01_S04,11:03,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-06-06 a las 11:03.
2025-06-09,10:44:00,108.5,1304.0,78.0,1195.5,1749483379.0,Cola Scavenger L1,8.507,0.18,0.0,0.028,0.0,6.52,C_01_S04,10:44,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-06-09 a las 10:44.
2025-06-11,12:03:00,110.5,1348.5,134.0,1238.0,1749660978.0,Cola Scavenger L1,8.84,0.184,0.0,0.013,0.0,10.82,C_01_S04,12:03,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-06-11 a las 12:03.
2025-06-11,23:55:00,110.0,1124.0,346.5,1014.0,1749660814.0,Concentrado Primario L2,21.501,17.313,0.096,0.961,31.42,34.17,C_01_S14,23:55,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-06-11 a las 23:55.
2025-06-11,23:58:00,109.5,1138.5,367.5,1029.0,1749660817.0,Concentrado Primario L1,20.684,17.711,0.1,1.05,32.12,35.71,C_01_S15,23:58,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-06-11 a las 23:58.
2025-06-13,11:09:00,108.5,1338.0,105.6,1229.5,1749830502.0,Cola Scavenger L1,13.607,0.193,0.0,0.014,0.0,8.59,C_01_S04,11:09,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-06-13 a las 11:09.
2025-06-13,12:00:00,110.5,966.5,115.2,856.0,1749830039.0,Concentrado 1ra Limpieza L1,25.751,20.398,0.0,1.38,18.64,13.46,C_01_S08,12:00,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-06-13 a las 12:00.
2025-06-16,10:48:00,110.5,1207.5,107.5,1097.0,1750088667.0,Cola Scavenger L1,13.048,0.172,0.0,0.021,0.0,9.8,C_01_S04,10:48,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-06-16 a las 10:48.
2025-06-23,12:21:00,110.5,1341.0,112.0,1230.5,1750698869.0,Cola Scavenger L1,10.163,0.146,0.0,0.017,0.0,9.1,C_01_S04,12:21,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-06-23 a las 12:21.
2025-06-25,12:40:00,108.5,1301.0,123.5,1192.5,1750872614.0,Cola Scavenger L1,9.759,0.182,0.0,0.007,0.0,10.36,C_01_S04,12:40,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-06-25 a las 12:40.
2025-06-27,11:55:00,110.5,1366.0,179.0,1255.5,1751042206.0,Cola Scavenger L1,9.683,0.122,0.0,0.006,0.0,14.26,C_01_S04,11:55,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-06-27 a las 11:55.
2025-06-30,12:20:00,110.5,1363.5,177.0,1253.0,1751303670.0,Cola Scavenger L1,6.468,0.09,0.0,0.006,0.0,14.13,C_01_S04,12:20,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-06-30 a las 12:20.
2025-07-02,10:53:00,110.5,1344.5,129.5,1234.0,1751471497.0,Cola Scavenger L1,5.95,0.1,0.0,0.017,0.0,10.49,C_01_S04,10:53,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-02 a las 10:53.
2025-07-07,10:15:00,110.5,9306.5,100.0,9196.0,1751900912.0,Cola Scavenger L1,11.042,0.171,0.0,0.017,0.0,1.09,C_01_S04,10:15,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-07 a las 10:15.
2025-07-09,9:57:00,107.0,1320.0,126.0,1213.0,1752072680.0,Cola Scavenger L1,12.345,0.208,0.0,0.014,0.0,10.39,C_01_S04,09:57,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-09 a las 09:57.
2025-07-11,9:43:00,110.5,1307.5,125.5,1197.0,1752244574.0,Cola Scavenger L1,11.071,0.125,0.0,0.006,0.0,10.48,C_01_S04,09:43,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-11 a las 09:43.
2025-07-16,12:08:00,110.0,987.5,157.5,877.5,1752688826.0,Concentrado 1ra Limpieza L1,26.128,25.569,0.108,1.032,14.0,17.95,C_01_S08,12:08,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-16 a las 12:08.
2025-07-16,12:12:00,109.0,1020.5,261.0,911.5,1752688829.0,Concentrado 1ra Limpieza L2,25.696,24.371,0.116,1.405,15.98,28.63,C_01_S09,12:12,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-16 a las 12:12.
2025-07-16,13:02:00,107.0,1342.5,128.5,1235.5,1752688580.0,Cola Scavenger L1,14.392,0.244,0.0,0.008,0.0,10.4,C_01_S04,13:02,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-16 a las 13:02.
2025-07-18,11:33:00,110.5,1347.5,171.5,1237.0,1752855836.0,Cola Scavenger L1,12.965,0.103,0.0,0.008,0.0,13.86,C_01_S04,11:33,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-18 a las 11:33.
2025-07-21,10:18:00,107.0,1010.0,110.0,903.0,1753110435.0,Cola Scavenger L1,7.811,0.287,0.0,0.018,0.0,12.18,C_01_S04,10:18,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-21 a las 10:18.
2025-07-28,14:00:00,110.0,1030.5,332.5,920.5,1753716128.0,Concentrado 1ra Limpieza L2,23.162,24.92,0.203,2.225,11.72,36.12,C_01_S09,14:00,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-28 a las 14:00.
2025-07-28,14:00:00,110.5,995.5,163.5,885.0,1753714839.0,Concentrado Colectivo,22.847,25.12,0.209,2.178,12.82,18.47,C_01_S10,14:00,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-28 a las 14:00.
2025-07-28,14:00:00,110.0,1059.5,367.0,949.5,1753716126.0,Concentrado 1ra Limpieza L1,24.066,25.32,0.209,1.834,11.18,38.65,C_01_S08,14:00,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-28 a las 14:00.
2025-07-28,14:00:00,110.0,1016.0,278.5,906.0,1753714808.0,Concentrado Primario L1,21.485,18.815,0.151,1.584,22.66,30.74,C_01_S15,14:00,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-28 a las 14:00.
2025-07-28,14:00:00,110.0,1112.0,403.5,1002.0,1753715973.0,Concentrado Primario L2,21.275,17.564,0.133,1.331,24.64,40.27,C_01_S14,14:00,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-28 a las 14:00.
2025-07-28,14:00:00,107.0,1269.0,116.0,1162.0,1753715342.0,Cola Scavenger L1,9.388,0.255,0.0,0.026,0.0,9.98,C_01_S04,14:00,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-28 a las 14:00.
2025-07-28,14:00:00,108.5,1288.5,138.0,1180.0,1753715346.0,Cola Scavenger L2,9.329,0.264,0.0,0.022,0.0,11.69,C_01_S05,14:00,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-28 a las 14:00.
2025-07-28,14:00:00,110.0,914.5,206.5,804.5,1753715405.0,Relave Final,1.48,0.095,0.0,0.008,0.0,25.67,C_01_S03,14:00,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-28 a las 14:00.
2025-07-31,11:37:00,110.0,1081.5,386.0,971.5,1753893308.0,Rebose Hidrociclones L2,2.668,0.598,0.0,0.037,0.0,39.73,C_01_S02,11:37,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-31 a las 11:37.
2025-07-31,11:39:00,110.0,1102.0,331.0,992.0,1753893309.0,Concentrado 1ra Limpieza L2,24.936,23.819,0.0,1.576,11.14,33.37,C_01_S09,11:39,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-31 a las 11:39.
2025-07-31,11:41:00,110.5,947.0,313.0,836.5,1753893337.0,Rebose Hidrociclones L1,2.467,0.522,0.0,0.039,0.0,37.42,C_01_S01,11:41,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-31 a las 11:41.
2025-07-31,11:45:00,110.5,1138.0,398.0,1027.5,1753893367.0,Concentrado 1ra Limpieza L1,24.527,24.219,0.0,1.434,10.78,38.73,C_01_S08,11:45,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-31 a las 11:45.
2025-07-31,11:48:00,110.5,1334.5,161.5,1224.0,1753893722.0,Cola Scavenger L1,6.768,0.174,0.0,0.014,0.0,13.19,C_01_S04,11:48,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-31 a las 11:48.
2025-07-31,11:52:00,109.5,1165.0,393.5,1055.5,1753894258.0,Concentrado Primario L2,21.257,18.865,0.0,1.312,22.74,37.28,C_01_S14,11:52,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-31 a las 11:52.
2025-07-31,11:56:00,109.0,1029.0,265.5,920.0,1753894421.0,Relave Final,2.06,0.087,0.0,0.01,0.0,28.86,C_01_S03,11:56,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-31 a las 11:56.
2025-07-31,12:05:00,109.0,1163.5,364.0,1054.5,1753895029.0,Concentrado Colectivo,25.212,25.921,0.0,1.484,6.96,34.52,C_01_S10,12:05,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-31 a las 12:05.
2025-07-31,12:27:00,110.0,1054.0,249.5,944.0,1753895935.0,Concentrado Primario L1,19.6,18.915,0.0,1.575,26.3,26.43,C_01_S15,12:27,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-07-31 a las 12:27.
2025-08-04,10:32:00,110.5,1375.0,133.0,1264.5,1754320758.0,Cola Scavenger L1,9.483,0.197,0.0,0.018,0.0,10.52,C_01_S04,10:32,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-08-04 a las 10:32.
2025-08-06,17:57:00,110.5,1158.0,124.5,1047.5,1754520933.0,Cola Scavenger L1,24.03,0.167,0.0,0.005,0.0,11.89,C_01_S04,17:57,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-08-06 a las 17:57.
2025-08-11,12:12:00,110.5,1320.0,142.0,1209.5,1754932084.0,Cola Scavenger L1,23.943,0.182,0.0,0.006,0.0,11.74,C_01_S04,12:12,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-08-11 a las 12:12.
2025-08-13,12:02:00,107.0,1131.0,128.5,1024.0,1755104112.0,Cola Scavenger L1,15.555,0.221,0.0,0.012,0.0,12.55,C_01_S04,12:02,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-08-13 a las 12:02.
2025-08-15,12:46:00,110.5,1367.0,172.0,1256.5,1755279036.0,Cola Scavenger L1,24.304,0.174,0.0,0.003,0.0,13.69,C_01_S04,12:46,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-08-15 a las 12:46.
2025-08-18,17:10:00,110.5,1378.5,206.5,1268.0,1755554201.0,Cola Scavenger L1,19.516,0.134,0.0,0.005,0.0,16.29,C_01_S04,17:10,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-08-18 a las 17:10.
2025-08-20,17:14:00,110.5,1285.0,113.5,1174.5,1755727900.0,Cola Scavenger L1,13.22,0.147,0.0,0.013,0.0,9.66,C_01_S04,17:14,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-08-20 a las 17:14.
2025-08-27,17:00:00,110.0,1010.5,225.0,900.5,1755729029.0,Concentrado 1ra Limpieza L2,26.337,24.235,0.154,2.297,13.88,24.99,C_01_S09,17:00,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-08-27 a las 17:00.
2025-08-27,17:00:00,109.0,999.0,131.0,890.0,1755729030.0,Concentrado Colectivo,25.721,24.433,0.155,2.029,13.78,14.72,C_01_S10,17:00,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-08-27 a las 17:00.
2025-08-27,17:00:00,110.5,966.5,97.0,856.0,1755729028.0,Concentrado 1ra Limpieza L1,28.284,26.267,0.149,1.88,11.16,11.33,C_01_S08,17:00,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-08-27 a las 17:00.
2025-08-27,17:00:00,109.5,1122.0,372.5,1012.5,1755729032.0,Concentrado Primario L1,22.693,20.468,0.121,1.644,24.06,36.79,C_01_S15,17:00,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-08-27 a las 17:00.
2025-08-27,17:00:00,110.0,1160.5,385.0,1050.5,1755729031.0,Concentrado Primario L2,21.264,18.882,0.115,1.482,27.34,36.65,C_01_S14,17:00,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-08-27 a las 17:00.
2025-08-27,17:00:00,110.5,1079.0,381.0,968.5,1755729027.0,Rebose Hidrociclones L1,2.642,0.654,0.008,0.051,0.0,39.34,C_01_S01,17:00,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-08-27 a las 17:00.
2025-08-29,16:06:00,110.5,1289.0,82.5,1178.5,1756501380.0,Cola Scavenger L1,9.122,0.25,0.0,0.024,0.0,7.0,C_01_S04,16:06,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-08-29 a las 16:06.
2025-09-01,11:51:00,108.5,1293.5,106.5,1185.0,1756745009.0,Cola Scavenger L1,6.363,0.135,0.0,0.011,0.0,8.99,C_01_S04,11:51,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-09-01 a las 11:51.
2025-09-03,11:08:00,108.5,1341.0,177.5,1232.5,1756915295.0,Cola Scavenger L1,5.821,0.171,0.0,0.008,0.0,14.4,C_01_S04,11:08,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-09-03 a las 11:08.
2025-09-05,11:36:00,110.5,1333.0,147.5,1222.5,1757089810.0,Cola Scavenger L1,8.405,0.156,0.0,0.014,0.0,12.07,C_01_S04,11:36,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-09-05 a las 11:36.
2025-09-08,11:30:00,108.5,1288.0,139.0,1179.5,1757348396.0,Cola Scavenger L1,6.432,0.135,0.0,0.016,0.0,11.78,C_01_S04,11:30,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-09-08 a las 11:30.
2025-09-10,16:49:00,110.5,1237.5,129.5,1127.0,1757540629.0,Cola Scavenger L1,18.773,0.152,0.0,0.012,0.0,11.49,C_01_S04,16:49,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-09-10 a las 16:49.
2025-09-12,11:07:00,110.5,871.0,112.0,760.5,1757693082.0,Cola Scavenger L1,21.193,0.122,0.0,0.007,0.0,14.73,C_01_S04,11:07,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-09-12 a las 11:07.
2025-09-15,18:12:00,110.5,659.0,41.0,548.5,1757977420.0,Cola Scavenger L1,21.805,0.252,0.0,0.009,0.0,7.47,C_01_S04,18:12,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-09-15 a las 18:12.
2025-09-17,17:27:00,108.0,481.5,110.5,373.5,1758147371.0,Rebose Hidrociclones L2,2.786,0.761,0.0,0.04,0.0,29.59,C_01_S02,17:27,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-09-17 a las 17:27.
2025-09-17,17:34:00,107.0,400.0,35.0,293.0,1758147388.0,Cola Scavenger L1,21.027,0.154,0.0,0.008,0.0,11.95,C_01_S04,17:34,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-09-17 a las 17:34.
2025-09-24,11:52:00,110.5,1288.5,110.0,1178.0,1758731774.0,Cola Scavenger L1,16.518,0.15,0.0,0.012,0.0,9.34,C_01_S04,11:52,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-09-24 a las 11:52.
2025-09-26,11:25:00,110.5,1215.0,165.5,1104.5,1758903380.0,Cola Scavenger L1,16.868,0.177,0.0,0.012,0.0,14.98,C_01_S04,11:25,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-09-26 a las 11:25.
2025-09-29,11:29:00,110.5,1275.0,123.5,1164.5,1759162979.0,Cola Scavenger L1,21.953,0.17,0.0,0.013,0.0,10.61,C_01_S04,11:29,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-09-29 a las 11:29.
2025-10-03,12:24:00,108.5,1237.5,80.0,1129.0,1759511627.0,Cola Scavenger L1,19.253,0.377,0.0,0.038,0.0,7.09,C_01_S04,12:24,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-10-03 a las 12:24.
2025-10-13,10:08:00,110.5,1248.0,69.5,1137.5,1760367827.0,Cola Scavenger L1,17.085,0.257,0.0,0.031,0.0,6.11,C_01_S04,10:08,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-10-13 a las 10:08.
2025-10-15,10:56:00,108.5,1268.0,148.0,1159.5,1760543235.0,Cola Scavenger L1,18.148,0.171,0.0,0.015,0.0,12.76,C_01_S04,10:56,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-10-15 a las 10:56.
2025-10-17,10:45:00,107.0,1278.5,150.0,1171.5,1760715368.0,Cola Scavenger L1,14.081,0.1,0.0,0.011,0.0,12.8,C_01_S04,10:45,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-10-17 a las 10:45.
2025-10-22,18:21:00,110.5,982.5,95.5,872.0,1761174928.0,Cola Scavenger L1,18.141,0.189,0.0,0.014,0.0,10.95,C_01_S04,18:21,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-10-22 a las 18:21.
2025-10-24,12:11:00,108.5,1085.0,106.5,976.5,1761325623.0,Cola Scavenger L1,16.325,0.179,0.0,0.012,0.0,10.91,C_01_S04,12:11,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-10-24 a las 12:11.
2025-10-29,11:47:00,107.0,1125.5,152.0,1018.5,1761756335.0,Cola Scavenger L1,9.913,0.133,0.0,0.011,0.0,14.92,C_01_S04,11:47,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-10-29 a las 11:47.
2025-11-03,10:26:00,108.5,1007.5,101.0,899.0,1762183233.0,Cola Scavenger L1,14.987,0.121,0.0,0.009,0.0,11.23,C_01_S04,10:26,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-11-03 a las 10:26.
2025-11-10,11:16:00,107.0,1057.5,69.0,950.5,9517.0,Cola Scavenger L1,11.183,0.235,0.0,0.012,0.0,7.26,C_01_S04,11:16,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-11-10 a las 11:16.
2025-11-12,9:34:00,115.5,1085.0,97.5,969.5,9529.0,Cola Scavenger L1,14.809,0.187,0.0,0.009,0.0,10.06,C_01_S04,09:34,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-11-12 a las 09:34.
2025-11-14,11:00:00,107.0,1042.5,98.5,935.5,9541.0,Cola Scavenger L1,12.274,0.33,0.0,0.026,0.0,10.53,C_01_S04,11:00,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-11-14 a las 11:00.
2025-11-14,11:09:00,115.0,922.5,232.5,807.5,9539.0,Rebose Hidrociclones L1,2.215,0.689,0.007,0.057,0.0,28.79,C_01_S01,11:09,"Fallo Muestra/Código: A esa hora existen las muestras ['Rebose Hidrociclones L2 [C_01_S02]'], pero no 'Rebose Hidrociclones L1' ['C_01_S01']."
2025-11-24,11:11:00,114.5,732.5,127.5,618.0,9559.0,Relave Final,4.025,0.139,0.0,0.011,0.0,20.63,C_01_S03,11:11,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-11-24 a las 11:11.
2025-11-24,11:15:00,110.0,1134.5,343.0,1024.5,9564.0,Concentrado Primario L2,25.832,18.01,0.062,1.342,23.22,33.48,C_01_S14,11:15,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-11-24 a las 11:15.
2025-11-24,11:18:00,108.5,1091.5,77.0,983.0,9560.0,Cola Scavenger L1,11.563,0.378,0.0,0.028,0.0,7.83,C_01_S04,11:18,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-11-24 a las 11:18.
2025-11-24,11:24:00,114.5,952.5,162.5,838.0,9562.0,Concentrado 1ra Limpieza L1,27.946,22.885,0.079,1.795,13.98,19.39,C_01_S08,11:24,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-11-24 a las 11:24.
2025-11-24,11:27:00,108.0,1054.5,76.0,946.5,9561.0,Cola Scavenger L2,15.48,0.31,0.0,0.022,0.0,8.03,C_01_S05,11:27,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-11-24 a las 11:27.
2025-11-24,11:29:00,115.5,966.5,206.0,851.0,9563.0,Concentrado 1ra Limpieza L2,26.472,23.184,0.078,1.737,14.5,24.21,C_01_S09,11:29,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-11-24 a las 11:29.
2025-11-24,11:33:00,114.5,867.0,284.0,752.5,9558.0,Rebose Hidrociclones L2,3.131,0.62,0.004,0.039,0.0,37.74,C_01_S02,11:33,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-11-24 a las 11:33.
2025-11-26,11:11:00,110.5,961.5,193.0,851.0,9572.0,Concentrado Colectivo,28.961,27.263,0.428,1.471,8.12,22.68,C_01_S10,11:11,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-11-26 a las 11:11.
2025-11-26,11:14:00,108.5,1040.5,66.5,932.0,9568.0,Cola Scavenger L1,10.358,0.242,0.0,0.017,0.0,7.14,C_01_S04,11:14,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-11-26 a las 11:14.
2025-11-26,11:16:00,114.5,943.0,144.0,828.5,9570.0,Concentrado 1ra Limpieza L1,28.931,25.87,0.387,1.34,8.56,17.38,C_01_S08,11:16,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-11-26 a las 11:16.
