date,time,tara,tweight,dweight,pweight,chemical_id,MUESTRA,%Fe,%Cu,%Zn,%Mo,%Ins,pSol,CODIGO_MUESTRA,time_hhmm,motivo_error
2024-06-24,11:15:00,108.5,1089.5,85.0,981.0,1719245279.0,Cola Scavenger L1,11.107,0.422,0.0,0.023,0.0,8.66,C_01_S04,11:15,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-06-24 a las 11:15.
2024-06-26,15:28:00,110.5,1091.5,100.5,981.0,1719433248.0,Cola Scavenger L1,6.723,0.228,0.0,0.022,0.0,10.24,C_01_S04,15:28,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-06-26 a las 15:28.
2024-06-28,23:41:00,108.5,912.5,76.5,804.0,1719592741.0,Cola Scavenger L1,7.21,0.17,0.0,0.02,0.0,9.51,C_01_S04,23:41,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-06-28 a las 23:41.
2024-06-28,23:43:00,111.0,906.5,312.0,795.5,1719592751.0,Rebose Hidrociclones L2,3.666,0.753,0.0,0.056,0.0,39.22,C_01_S02,23:43,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-06-28 a las 23:43.
2024-06-28,23:46:00,111.0,817.5,161.0,706.5,1719592752.0,Relave Final,2.703,0.087,0.0,0.011,0.0,22.79,C_01_S03,23:46,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-06-28 a las 23:46.
2024-06-28,23:51:00,108.5,1089.0,89.0,980.5,1719593191.0,Cola Scavenger L2,7.452,0.163,0.0,0.021,0.0,9.08,C_01_S05,23:51,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-06-28 a las 23:51.
2024-06-28,23:55:00,110.5,825.0,134.5,714.5,1719593416.0,Concentrado 1ra Limpieza L1,26.876,20.54,0.0,1.491,18.0,18.82,C_01_S08,23:55,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-06-28 a las 23:55.
2024-06-28,23:59:00,110.0,793.0,73.5,683.0,1719593418.0,Concentrado 1ra Limpieza L2,26.269,20.244,0.0,1.655,18.84,10.76,C_01_S09,23:59,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-06-28 a las 23:59.
2024-07-01,11:02:00,110.5,1068.5,55.5,958.0,1719849281.0,Cola Scavenger L1,8.195,0.176,0.0,0.027,0.0,5.79,C_01_S04,11:02,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-07-01 a las 11:02.
2024-07-05,11:24:00,108.5,1053.5,45.5,945.0,1720196241.0,Cola Scavenger L1,11.023,0.388,0.0,0.063,0.0,4.81,C_01_S04,11:24,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-07-05 a las 11:24.
2024-07-08,10:58:00,108.5,1082.5,85.0,974.0,1720454011.0,Cola Scavenger L1,9.189,0.155,0.0,0.017,0.0,8.73,C_01_S04,10:58,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-07-08 a las 10:58.
2024-07-10,11:28:00,108.5,1068.6,66.0,960.1,1720628548.0,Cola Scavenger L1,17.291,0.226,0.0,0.069,0.0,6.87,C_01_S04,11:28,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-07-10 a las 11:28.
2024-07-12,10:47:00,110.5,1081.5,91.0,971.0,1720799090.0,Cola Scavenger L1,7.043,0.107,0.0,0.017,0.0,9.37,C_01_S04,10:47,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-07-12 a las 10:47.
2024-07-15,10:26:00,108.5,1108.6,116.5,1000.1,1721056654.0,Cola Scavenger L1,7.652,0.082,0.0,0.012,0.0,11.65,C_01_S04,10:26,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-07-15 a las 10:26.
2024-07-15,22:40:00,110.5,953.2,260.0,842.7,1721057946.0,Concentrado Primario L1,24.371,11.706,0.0,0.629,31.78,30.85,C_01_S15,22:40,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-07-15 a las 22:40.
2024-07-19,17:15:00,110.5,1072.5,68.5,962.0,1721426858.0,Cola Scavenger L1,7.086,0.215,0.0,0.022,0.0,7.12,C_01_S04,17:15,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-07-19 a las 17:15.
2024-07-22,9:57:00,108.5,1093.0,131.5,984.5,1721659629.0,Cola Scavenger L1,12.069,0.127,0.0,0.013,0.0,13.36,C_01_S04,09:57,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-07-22 a las 09:57.
2024-07-29,11:11:00,110.5,1335.5,134.0,1225.0,1722268869.0,Cola Scavenger L1,9.048,0.203,0.0,0.009,0.0,10.94,C_01_S04,11:11,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-07-29 a las 11:11.
2024-07-31,10:57:00,108.5,1113.5,116.0,1005.0,1722441298.0,Cola Scavenger L1,12.6,0.161,0.0,0.007,0.0,11.54,C_01_S04,10:57,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-07-31 a las 10:57.
2024-08-03,0:51:00,108.5,1115.5,110.2,1007.0,1722663829.0,Cola Scavenger L1,9.358,0.147,0.0,0.006,0.0,10.94,C_01_S04,00:51,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-08-03 a las 00:51.
2024-08-05,11:08:00,108.5,1047.0,120.5,938.5,1722873077.0,Cola Scavenger L1,10.07,0.312,0.0,0.01,0.0,12.84,C_01_S04,11:08,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-08-05 a las 11:08.
2024-08-07,10:17:00,110.5,1107.0,139.0,996.5,1723043340.0,Cola Scavenger L1,13.663,0.866,0.0,0.021,0.0,13.95,C_01_S04,10:17,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-08-07 a las 10:17.
2024-08-12,12:31:00,110.5,1156.5,84.0,1046.0,1723483564.0,Cola Scavenger L1,11.677,0.463,0.0,0.019,0.0,8.03,C_01_S04,12:31,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-08-12 a las 12:31.
2024-08-14,16:45:00,108.5,1030.0,94.0,921.5,1723671809.0,Cola Scavenger L1,11.181,0.193,0.0,0.013,0.0,10.2,C_01_S04,16:45,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-08-14 a las 16:45.
2024-08-16,15:02:00,110.5,1070.0,109.5,959.5,1723838394.0,Cola Scavenger L1,13.029,0.3,0.0,0.018,0.0,11.41,C_01_S04,15:02,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-08-16 a las 15:02.
2024-08-19,9:48:00,110.5,1059.0,72.5,948.5,1724078510.0,Cola Scavenger L1,8.025,0.256,0.0,0.027,0.0,7.64,C_01_S04,09:48,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-08-19 a las 09:48.
2024-08-23,11:27:00,108.5,1031.5,65.5,923.0,1724429812.0,Cola Scavenger L1,7.91,0.207,0.0,0.016,0.0,7.1,C_01_S04,11:27,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-08-23 a las 11:27.
2024-08-26,11:33:00,110.5,1044.0,92.5,933.5,1724689684.0,Cola Scavenger L1,13.416,0.266,0.0,0.011,0.0,9.91,C_01_S04,11:33,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-08-26 a las 11:33.
2024-08-28,12:04:00,110.5,1050.5,99.5,940.0,1724864344.0,Cola Scavenger L1,8.764,0.155,0.0,0.009,0.0,10.59,C_01_S04,12:04,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-08-28 a las 12:04.
2024-08-30,17:59:00,108.5,1036.0,56.0,927.5,6635.0,Cola Scavenger L1,13.902,0.268,0.0,0.011,0.0,6.04,C_01_S04,17:59,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-08-30 a las 17:59.
2024-09-02,15:38:00,110.5,1070.0,122.0,959.5,6647.0,Cola Scavenger L1,13.36,0.193,0.0,0.012,0.0,12.71,C_01_S04,15:38,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-09-02 a las 15:38.
2024-09-04,15:35:00,108.5,1066.0,131.5,957.5,6661.0,Cola Scavenger L1,9.106,0.195,0.0,0.008,0.0,13.73,C_01_S04,15:35,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-09-04 a las 15:35.
2024-09-04,15:42:00,108.5,1079.5,131.0,971.0,6662.0,Cola Scavenger L2,8.852,0.177,0.0,0.008,0.0,13.49,C_01_S05,15:42,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-09-04 a las 15:42.
2024-09-06,12:19:00,108.5,1057.0,89.0,948.5,6672.0,Cola Scavenger L1,13.29,0.36,0.0,0.01,0.0,9.38,C_01_S04,12:19,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-09-06 a las 12:19.
2024-09-06,16:26:00,109.0,1054.0,325.0,945.0,6677.0,Concentrado Primario L2,22.63,17.76,0.0,0.79,27.32,34.39,C_01_S14,16:26,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-09-06 a las 16:26.
2024-09-09,11:52:00,108.5,1066.0,96.5,957.5,6685.0,Cola Scavenger L1,7.86,0.15,0.0,0.02,0.0,10.08,C_01_S04,11:52,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-09-09 a las 11:52.
2024-09-11,10:19:00,108.5,1088.5,116.5,980.0,6699.0,Cola Scavenger L1,6.85,0.14,0.0,0.02,0.0,11.89,C_01_S04,10:19,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-09-11 a las 10:19.
2024-09-13,11:43:00,110.5,1073.5,97.5,963.0,6713.0,Cola Scavenger L1,10.7,0.44,0.0,0.01,0.0,10.12,C_01_S04,11:43,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-09-13 a las 11:43.
2024-09-16,16:39:00,108.5,1070.0,107.5,961.5,6727.0,Cola Scavenger L1,8.46,0.206,0.0,0.013,0.0,11.18,C_01_S04,16:39,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-09-16 a las 16:39.
2024-09-20,11:25:00,108.5,916.0,88.0,807.5,6742.0,Cola Scavenger L1,8.356,0.311,0.0,0.035,0.0,10.9,C_01_S04,11:25,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-09-20 a las 11:25.
2024-09-23,10:25:00,108.5,1070.5,70.0,962.0,6756.0,Cola Scavenger L1,18.003,0.286,0.0,0.012,0.0,7.28,C_01_S04,10:25,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-09-23 a las 10:25.
2024-09-23,11:11:00,109.0,987.5,327.0,878.5,6761.0,Concentrado Primario L2,23.773,16.195,0.0,1.011,28.44,37.22,C_01_S14,11:11,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-09-23 a las 11:11.
2024-09-25,12:43:00,108.5,1055.0,64.5,946.5,6770.0,Cola Scavenger L1,10.508,0.264,0.0,0.008,0.0,6.81,C_01_S04,12:43,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-09-25 a las 12:43.
2024-09-27,12:14:00,108.5,1057.0,105.0,948.5,1727456811.0,Cola Scavenger L1,14.395,0.194,0.0,0.007,0.0,11.07,C_01_S04,12:14,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-09-27 a las 12:14.
2024-09-30,10:57:00,110.5,1081.5,113.0,971.0,1727711480.0,Cola Scavenger L1,10.967,0.123,0.0,0.006,0.0,11.64,C_01_S04,10:57,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-09-30 a las 10:57.
2024-10-02,10:31:00,108.5,1071.5,104.5,963.0,1727882498.0,Cola Scavenger L1,9.243,0.155,0.0,0.008,0.0,10.85,C_01_S04,10:31,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-10-02 a las 10:31.
2024-10-04,10:39:00,110.5,1018.5,94.0,908.0,1728056041.0,Cola Scavenger L1,7.811,0.105,0.0,0.009,0.0,10.35,C_01_S04,10:39,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-10-04 a las 10:39.
2024-10-07,11:12:00,110.5,1025.0,101.0,914.5,1728317147.0,Cola Scavenger L1,9.508,0.442,0.0,0.01,0.0,11.04,C_01_S04,11:12,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-10-07 a las 11:12.
2024-10-09,16:29:00,110.5,960.0,75.0,849.5,1728508653.0,Cola Scavenger L1,9.222,0.373,0.0,0.007,0.0,8.83,C_01_S04,16:29,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-10-09 a las 16:29.
2024-10-09,16:31:00,110.0,739.5,127.0,629.5,1728508665.0,Concentrado Colectivo,29.281,27.367,0.0,1.097,5.88,20.17,C_01_S10,16:31,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-10-09 a las 16:31.
2024-10-14,17:52:00,108.5,970.0,79.0,861.5,1728945346.0,Cola Scavenger L1,6.152,0.194,0.0,0.007,0.0,9.17,C_01_S04,17:52,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-10-14 a las 17:52.
2024-10-23,10:16:00,108.5,960.0,93.5,851.5,1729695765.0,Cola Scavenger L1,7.24,0.162,0.0,0.007,0.0,10.98,C_01_S04,10:16,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-10-23 a las 10:16.
2024-10-25,16:57:00,110.0,1001.5,94.0,891.5,1729892663.0,Cola Scavenger L1,6.437,0.138,0.0,0.009,0.0,10.54,C_01_S04,16:57,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-10-25 a las 16:57.
2024-10-30,17:18:00,110.0,975.0,99.5,865.0,1730326147.0,Cola Scavenger L1,3.534,0.076,0.0,0.005,0.0,11.5,C_01_S04,17:18,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-10-30 a las 17:18.
2024-11-01,12:23:00,110.0,978.0,98.5,868.0,1730480670.0,Cola Scavenger L1,8.429,0.1,0.0,0.026,0.0,11.35,C_01_S04,12:23,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-11-01 a las 12:23.
2024-11-04,10:37:00,108.5,963.5,87.5,855.0,1730734080.0,Cola Scavenger L1,4.083,0.075,0.0,0.016,0.0,10.23,C_01_S04,10:37,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-11-04 a las 10:37.
2024-11-06,11:17:00,110.0,727.0,223.0,617.0,1730910276.0,Rebose Hidrociclones L2,2.293,0.752,0.0,0.038,0.0,36.14,C_01_S02,11:17,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-11-06 a las 11:17.
2024-11-06,11:33:00,108.5,1002.0,107.0,893.5,1730910488.0,Cola Scavenger L1,10.763,0.205,0.0,0.022,0.0,11.98,C_01_S04,11:33,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-11-06 a las 11:33.
2024-12-02,11:26:00,108.5,1102.0,40.0,993.5,1733156586.0,Cola Scavenger L1,9.826,0.461,0.0,0.018,0.0,4.03,C_01_S04,11:26,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-12-02 a las 11:26.
2024-12-04,11:35:00,110.5,1046.5,76.5,936.0,1733329777.0,Cola Scavenger L1,7.328,0.255,0.0,0.012,0.0,8.17,C_01_S04,11:35,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-12-04 a las 11:35.
2024-12-10,1:22:00,108.5,960.0,46.0,851.5,1733811358.0,Cola Scavenger L1,11.703,0.374,0.0,0.024,0.0,5.4,C_01_S04,01:22,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-12-10 a las 01:22.
2024-12-13,9:40:00,110.5,1091.8,78.0,981.3,1734100370.0,Cola Scavenger L1,8.361,0.253,0.0,0.011,0.0,7.95,C_01_S04,09:40,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-12-13 a las 09:40.
2024-12-23,10:34:00,110.5,1271.5,88.0,1161.0,,Cola Scavenger L1,,,,,,7.58,C_01_S04,10:34,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-12-23 a las 10:34.
2024-12-27,11:12:00,110.5,1271.5,88.0,1161.0,1735315380.0,Cola Scavenger L1,5.634,0.306,0.0,0.015,0.0,7.58,C_01_S04,11:12,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-12-27 a las 11:12.
2024-12-30,12:50:00,110.5,1234.5,64.5,1124.0,1735580603.0,Cola Scavenger L1,4.834,0.133,0.0,0.029,0.0,5.74,C_01_S04,12:50,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2024-12-30 a las 12:50.
2025-01-13,15:44:00,110.5,1315.0,120.0,1204.5,1736800437.0,Cola Scavenger L1,4.956,0.164,0.0,0.041,0.0,9.96,C_01_S04,15:44,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-01-13 a las 15:44.
2025-01-20,12:41:00,110.5,1132.5,89.5,1022.0,1737394642.0,Cola Scavenger L1,8.441,0.376,0.0,0.016,0.0,8.76,C_01_S04,12:41,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-01-20 a las 12:41.
2025-01-22,12:00:00,110.5,1328.5,119.0,1218.0,1737564847.0,Cola Scavenger L1,5.013,0.245,0.0,0.015,0.0,9.77,C_01_S04,12:00,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-01-22 a las 12:00.
2025-01-29,11:10:00,108.5,1236.5,67.5,1128.0,1738166665.0,Cola Scavenger L1,12.686,0.814,0.0,0.019,0.0,5.98,C_01_S04,11:10,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-01-29 a las 11:10.
2025-02-03,11:13:00,108.5,1270.0,58.2,1161.5,1738598907.0,Cola Scavenger L1,11.423,0.505,0.0,0.01,0.0,5.01,C_01_S04,11:13,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-02-03 a las 11:13.
2025-02-07,10:46:00,108.5,1308.0,131.0,1199.5,1738942355.0,Cola Scavenger L1,6.068,0.483,0.0,0.054,0.0,10.92,C_01_S04,10:46,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-02-07 a las 10:46.
2025-02-10,9:31:00,110.0,1049.5,348.0,939.5,1739240877.0,Rebose Hidrociclones L2,1.801,0.674,0.0,0.051,0.0,37.04,C_01_S02,09:31,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-02-10 a las 09:31.
2025-02-10,9:33:00,110.5,926.0,27.0,815.5,1739240881.0,Concentrado 1ra Limpieza L1,24.381,22.275,0.0,2.149,15.68,3.31,C_01_S08,09:33,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-02-10 a las 09:33.
2025-02-10,9:36:00,110.5,1287.0,60.0,1176.5,1739240888.0,Cola Scavenger L1,7.651,0.235,0.0,0.027,0.0,5.1,C_01_S04,09:36,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-02-10 a las 09:36.
2025-02-10,9:37:00,109.5,1043.0,233.0,933.5,1739240891.0,Concentrado Primario L2,15.181,12.517,0.0,0.899,44.64,24.96,C_01_S14,09:37,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-02-10 a las 09:37.
2025-02-10,9:40:00,110.0,956.0,83.5,846.0,1739240895.0,Concentrado 1ra Limpieza L2,23.191,20.303,0.0,2.015,19.34,9.87,C_01_S09,09:40,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-02-10 a las 09:40.
2025-02-12,15:38:00,108.5,1288.5,103.5,1180.0,1739392571.0,Cola Scavenger L1,4.827,0.222,0.0,0.027,0.0,8.77,C_01_S04,15:38,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-02-12 a las 15:38.
2025-02-14,16:10:00,108.5,1307.0,117.5,1198.5,1739567103.0,Cola Scavenger L1,8.046,0.151,0.0,0.01,0.0,9.8,C_01_S04,16:10,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-02-14 a las 16:10.
2025-02-17,10:40:00,110.5,1271.5,56.0,1161.0,1739806389.0,Cola Scavenger L1,7.562,0.201,0.0,0.012,0.0,4.82,C_01_S04,10:40,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-02-17 a las 10:40.
2025-02-26,12:11:00,108.5,1414.0,241.5,1305.5,1740589432.0,Cola Scavenger L1,9.021,0.415,0.0,0.02,0.0,18.5,C_01_S04,12:11,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-02-26 a las 12:11.
2025-02-26,12:44:00,108.5,1395.0,217.0,1286.5,1740589433.0,Cola Scavenger L2,8.825,0.317,0.0,0.011,0.0,16.87,C_01_S05,12:44,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-02-26 a las 12:44.
2025-02-28,12:28:00,108.5,1385.5,223.5,1277.0,1740763351.0,Cola Scavenger L1,7.093,0.14,0.0,0.008,0.0,17.5,C_01_S04,12:28,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-02-28 a las 12:28.
2025-03-03,11:14:00,109.5,872.5,98.0,763.0,1741018213.0,Cola Scavenger L1,6.15,0.18,0.0,0.016,0.0,12.84,C_01_S04,11:14,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-03-03 a las 11:14.
2025-03-05,12:05:00,108.5,1334.0,155.0,1225.5,1741193818.0,Cola Scavenger L1,6.751,0.166,0.0,0.014,0.0,12.65,C_01_S04,12:05,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-03-05 a las 12:05.
2025-03-07,11:32:00,108.5,1155.0,107.0,1046.5,1741364419.0,Cola Scavenger L1,9.023,0.132,0.0,0.01,0.0,10.22,C_01_S04,11:32,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-03-07 a las 11:32.
2025-03-10,12:04:00,110.5,1349.0,130.0,1238.5,1741625775.0,Cola Scavenger L1,10.738,0.315,0.0,0.014,0.0,10.5,C_01_S04,12:04,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-03-10 a las 12:04.
2025-03-12,11:26:00,110.5,1369.0,142.0,1258.5,7232.0,Cola Scavenger L1,9.984,0.277,0.0,0.01,0.0,11.28,C_01_S04,11:26,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-03-12 a las 11:26.
2025-03-14,12:33:00,110.5,1383.5,175.0,1273.0,7246.0,Cola Scavenger L1,12.221,0.536,0.0,0.019,0.0,13.75,C_01_S04,12:33,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-03-14 a las 12:33.
2025-03-17,15:40:00,110.0,1335.5,131.0,1225.5,7255.0,Cola Scavenger L1,12.7,0.403,0.0,0.009,0.0,10.69,C_01_S04,15:40,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-03-17 a las 15:40.
2025-03-31,10:51:00,108.5,1131.5,77.5,1023.0,7286.0,Cola Scavenger L1,4.265,0.136,0.0,0.014,0.0,7.58,C_01_S04,10:51,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-03-31 a las 10:51.
2025-04-02,12:43:00,110.5,1336.5,126.0,1226.0,,Cola Scavenger L1,4.961,0.195,0.0,0.027,0.0,10.28,C_01_S04,12:43,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-04-02 a las 12:43.
2025-04-04,10:50:00,110.0,1047.5,231.5,937.5,,Concentrado Primario L2,17.188,13.381,0.124,1.097,41.66,24.69,C_01_S14,10:50,"Fallo Muestra/Código: A esa hora existen las muestras ['Concentrado Primario L1 [C_01_S15]'], pero no 'Concentrado Primario L2' ['C_01_S14']."
2025-04-04,10:53:00,110.5,1029.0,238.0,918.5,,Concentrado Primario L1,19.78,16.639,0.123,1.313,33.5,25.91,C_01_S15,10:53,"Fallo Muestra/Código: A esa hora existen las muestras ['Concentrado Primario L2 [C_01_S14]'], pero no 'Concentrado Primario L1' ['C_01_S15']."
2025-04-07,16:46:00,108.5,1314.5,103.5,1206.0,1744061794.0,Cola Scavenger L1,4.746,0.153,0.0,0.016,0.0,8.58,C_01_S04,16:46,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-04-07 a las 16:46.
2025-04-09,17:15:00,110.5,1340.5,130.5,1230.0,1744236283.0,Cola Scavenger L1,6.364,0.233,0.0,0.011,0.0,10.61,C_01_S04,17:15,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-04-09 a las 17:15.
2025-04-11,10:41:00,108.5,1346.5,131.5,1238.0,1744385642.0,Cola Scavenger L1,6.182,0.195,0.0,0.012,0.0,10.62,C_01_S04,10:41,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-04-11 a las 10:41.
2025-04-16,10:59:00,108.5,1343.0,185.5,1234.5,1744818888.0,Cola Scavenger L1,7.845,0.372,0.0,0.015,0.0,15.03,C_01_S04,10:59,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-04-16 a las 10:59.
2025-04-18,12:02:00,110.5,1305.5,112.5,1195.0,1744995337.0,Cola Scavenger L1,9.419,0.315,0.0,0.011,0.0,9.41,C_01_S04,12:02,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-04-18 a las 12:02.
2025-04-21,12:13:00,100.5,1324.0,113.0,1223.5,1745255418.0,Cola Scavenger L1,9.16,0.267,0.0,0.017,0.0,9.24,C_01_S04,12:13,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-04-21 a las 12:13.
2025-04-23,12:14:00,110.5,1346.5,155.5,1236.0,1745427609.0,Cola Scavenger L1,7.046,0.192,0.0,0.02,0.0,12.58,C_01_S04,12:14,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-04-23 a las 12:14.
2025-04-25,11:38:00,110.5,1295.0,92.0,1184.5,1745598852.0,Cola Scavenger L1,6.795,0.284,0.0,0.013,0.0,7.77,C_01_S04,11:38,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-04-25 a las 11:38.
2025-04-28,10:04:00,108.5,1334.5,113.5,1226.0,7921.0,Cola Scavenger L1,6.066,0.257,0.0,0.018,0.0,9.26,C_01_S04,10:04,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-04-28 a las 10:04.
2025-04-30,9:58:00,108.5,1295.0,85.5,1186.5,7935.0,Cola Scavenger L1,9.727,0.559,0.0,0.053,0.0,7.21,C_01_S04,09:58,Fallo Fecha/Hora/ID: No existe ensayo válido (IDs 17-26) el 2025-04-30 a las 09:58.
