date,time,tara,tweight,dweight,pweight,chemical_id,MUESTRA,%Fe,%Cu,%Zn,%Mo,%Ins,pSol,CODIGO_MUESTRA,time_hhmm
2024-08-07,10:43:00,110.0,898.0,219.5,788.0,1723044780.0,Concentrado Colectivo,28.858,25.562,0.416,0.891,11.22,27.86,C_01_S10,10:43
2024-08-12,12:46:00,110.0,890.0,211.5,780.0,1723483601.0,Concentrado Colectivo,28.511,26.427,0.166,1.265,7.3,27.12,C_01_S10,12:46
2024-08-14,16:47:00,111.0,835.5,266.5,724.5,1723671957.0,Concentrado Colectivo,29.682,22.423,0.129,0.755,5.69,36.78,C_01_S10,16:47
2024-08-16,15:21:00,110.0,862.5,203.0,752.5,1723839603.0,Concentrado Colectivo,28.645,27.317,0.204,1.384,3.91,26.98,C_01_S10,15:21
2024-08-19,9:57:00,110.0,830.5,151.0,720.5,1724078544.0,Concentrado Colectivo,28.259,28.978,0.0,0.952,5.68,20.96,C_01_S10,09:57
2024-08-23,11:41:00,111.0,1061.0,244.0,950.0,1724431172.0,Concentrado Colectivo,27.174,26.466,0.0,0.768,11.1,25.68,C_01_S10,11:41
2024-08-26,11:49:00,110.0,888.0,264.0,778.0,1724689926.0,Concentrado Colectivo,29.485,21.89,0.201,1.056,12.36,33.93,C_01_S10,11:49
2024-08-28,12:23:00,110.0,778.5,139.5,668.5,1724865100.0,Concentrado Colectivo,24.142,23.392,0.388,1.286,11.66,20.87,C_01_S10,12:23
2024-09-02,15:55:00,110.0,845.0,146.5,735.0,6651.0,Concentrado Colectivo,27.59,25.97,0.0,1.299,8.06,19.93,C_01_S10,15:55
2024-09-04,15:40:00,111.0,847.0,155.0,736.0,6665.0,Concentrado Colectivo,29.273,27.064,0.0,1.257,7.42,21.06,C_01_S10,15:40
2024-09-06,12:31:00,111.0,853.5,163.0,742.5,6676.0,Concentrado Colectivo,27.28,26.02,0.0,0.87,10.46,21.95,C_01_S10,12:31
2024-09-09,11:59:00,111.0,806.0,93.5,695.0,6689.0,Concentrado Colectivo,28.28,26.47,0.0,1.89,9.42,13.45,C_01_S10,11:59
2024-09-11,10:32:00,111.0,853.5,167.5,742.5,6703.0,Concentrado Colectivo,28.19,28.05,0.12,1.55,7.92,22.56,C_01_S10,10:32
2024-09-13,12:01:00,110.0,849.5,136.0,739.5,6717.0,Concentrado Colectivo,29.4,25.72,0.11,1.13,8.26,18.39,C_01_S10,12:01
2024-09-16,16:35:00,111.0,886.5,179.0,775.5,6731.0,Concentrado Colectivo,28.608,24.83,0.177,1.663,11.7,23.08,C_01_S10,16:35
2024-09-20,11:39:00,111.0,864.5,176.5,753.5,6746.0,Concentrado Colectivo,27.79,27.544,0.197,1.733,9.0,23.42,C_01_S10,11:39
2024-09-23,10:26:00,111.0,698.5,107.5,587.5,6760.0,Concentrado Colectivo,27.274,25.083,0.0,1.639,10.68,18.3,C_01_S10,10:26
2024-09-25,12:44:00,111.0,839.0,157.5,728.0,6774.0,Concentrado Colectivo,27.678,22.817,0.0,0.996,14.28,21.63,C_01_S10,12:44
2024-09-27,12:32:00,111.0,856.5,181.5,745.5,1727457168.0,Concentrado Colectivo,28.942,23.999,1.404,0.979,9.22,24.35,C_01_S10,12:32
2024-09-30,11:20:00,110.0,815.0,117.5,705.0,1727712561.0,Concentrado Colectivo,29.504,18.833,0.167,1.27,14.82,16.67,C_01_S10,11:20
2024-10-02,10:43:00,111.0,818.0,128.0,707.0,1727882806.0,Concentrado Colectivo,29.005,25.127,0.481,0.881,6.3,18.1,C_01_S10,10:43
2024-10-04,10:53:00,110.0,788.5,126.5,678.5,1728056608.0,Concentrado Colectivo,30.062,29.365,0.0,1.049,3.94,18.64,C_01_S10,10:53
2024-10-14,17:42:00,111.0,830.0,191.0,719.0,1728945336.0,Concentrado Colectivo,29.251,21.125,0.102,1.059,15.44,26.56,C_01_S10,17:42
2024-10-23,10:21:00,110.0,823.5,178.0,713.5,1729696413.0,Concentrado Colectivo,28.56,24.786,0.0,1.097,3.97,24.95,C_01_S10,10:21
2024-10-25,17:04:00,108.0,807.0,184.5,699.0,1729893561.0,Concentrado Colectivo,27.041,25.675,0.0,1.244,9.36,26.39,C_01_S10,17:04
2024-10-30,17:41:00,110.0,771.0,162.0,661.0,1730327875.0,Concentrado Colectivo,26.27,26.169,0.294,1.491,11.66,24.51,C_01_S10,17:41
2024-11-01,12:17:00,110.0,766.5,126.0,656.5,1730480665.0,Concentrado Colectivo,26.953,26.713,0.197,1.185,9.04,19.19,C_01_S10,12:17
2024-11-04,11:10:00,110.0,1243.0,236.5,1133.0,1730736525.0,Concentrado Colectivo,27.071,28.943,0.31,1.347,6.78,20.87,C_01_S10,11:10
2024-12-02,11:37:00,111.0,825.5,148.5,714.5,1733156824.0,Concentrado Colectivo,27.807,26.415,0.265,0.645,7.58,20.78,C_01_S10,11:37
2024-12-04,11:53:00,110.0,823.0,171.0,713.0,1733330546.0,Concentrado Colectivo,28.181,24.477,0.28,0.918,10.44,23.98,C_01_S10,11:53
2024-12-10,1:10:00,111.0,601.0,106.5,490.0,1733810631.0,Concentrado Colectivo,27.568,26.567,0.0,1.8,9.02,21.73,C_01_S10,01:10
2024-12-13,9:48:00,110.0,834.5,163.0,724.5,1734100383.0,Concentrado Colectivo,28.491,24.733,0.184,0.733,12.44,22.5,C_01_S10,09:48
2024-12-16,15:22:00,110.0,824.5,154.0,714.5,1734380443.0,Concentrado Colectivo,28.019,25.326,0.0,1.299,11.54,21.55,C_01_S10,15:22
2024-12-23,11:23:00,110.0,1015.5,258.0,905.5,1734970875.0,Concentrado Colectivo,30.027,28.64,0.187,2.122,7.02,28.49,C_01_S10,11:23
2024-12-27,10:54:00,110.0,1015.5,258.0,905.5,1735314796.0,Concentrado Colectivo,27.639,26.766,0.0,1.486,10.62,28.49,C_01_S10,10:54
2025-01-01,12:44:00,111.0,963.0,173.5,852.0,1725753242.0,Concentrado Colectivo,28.922,23.93,0.0,1.165,0.0,20.36,C_01_S10,12:44
2025-01-13,16:02:00,110.0,1047.5,258.5,937.5,1736801456.0,Concentrado Colectivo,27.048,29.054,0.134,2.226,5.42,27.57,C_01_S10,16:02
2025-01-20,12:58:00,110.0,1083.0,249.5,973.0,1737395402.0,Concentrado Colectivo,25.441,25.97,0.201,1.51,10.04,25.64,C_01_S10,12:58
2025-01-22,12:09:00,110.0,1018.5,215.5,908.5,1737566495.0,Concentrado Colectivo,27.468,26.611,0.163,1.67,10.44,23.72,C_01_S10,12:09
2025-02-03,12:18:00,111.0,1000.5,207.8,889.5,1738602968.0,Concentrado Colectivo,26.91,29.216,0.0,1.115,6.0,23.36,C_01_S10,12:18
2025-02-05,11:35:00,110.0,1042.5,233.5,932.5,1738772835.0,Concentrado Colectivo,26.405,23.019,0.118,1.274,14.38,25.04,C_01_S10,11:35
2025-02-07,10:33:00,111.0,1082.5,249.5,971.5,1738941725.0,Concentrado Colectivo,25.03,25.626,0.255,1.993,11.74,25.68,C_01_S10,10:33
2025-02-14,16:30:00,110.0,999.0,197.0,889.0,1739568284.0,Concentrado Colectivo,26.86,24.888,0.153,1.077,15.34,22.16,C_01_S10,16:30
2025-02-17,10:55:00,111.6,1004.5,187.5,892.9,1739807166.0,Concentrado Colectivo,27.075,27.544,0.187,0.986,12.04,21.0,C_01_S10,10:55
2025-02-26,12:20:00,111.0,1155.5,277.0,1044.5,1740589442.0,Concentrado Colectivo,27.438,27.467,0.189,1.143,10.54,26.52,C_01_S10,12:20
2025-02-28,12:43:00,110.0,972.5,104.0,862.5,1740764327.0,Concentrado Colectivo,25.111,19.403,0.187,1.768,20.66,12.06,C_01_S10,12:43
2025-03-03,11:27:00,111.0,680.0,135.5,569.0,1741018740.0,Concentrado Colectivo,25.878,25.87,0.177,1.577,12.62,23.81,C_01_S10,11:27
2025-03-05,12:26:00,110.0,1200.0,187.0,1090.0,1741195487.0,Concentrado Colectivo,26.548,24.378,0.0,1.49,12.84,17.16,C_01_S10,12:26
2025-03-07,11:38:00,111.0,923.5,185.0,812.5,1741364432.0,Concentrado Colectivo,27.766,24.676,0.0,1.348,12.74,22.77,C_01_S10,11:38
2025-03-12,11:38:00,110.0,1010.0,142.5,900.0,7236.0,Concentrado Colectivo,27.983,27.567,0.518,1.097,8.46,15.83,C_01_S10,11:38
2025-03-14,12:48:00,110.0,1015.5,144.0,905.5,7250.0,Concentrado Colectivo,27.342,26.268,0.175,1.898,10.38,15.9,C_01_S10,12:48
2025-03-17,16:02:00,110.0,932.5,146.5,822.5,7259.0,Concentrado Colectivo,28.353,28.457,0.152,0.667,6.26,17.81,C_01_S10,16:02
2025-03-22,5:19:00,110.0,1043.0,216.0,933.0,7272.0,Concentrado Colectivo,27.677,28.159,0.217,1.514,8.5,23.15,C_01_S10,05:19
2025-03-31,11:17:00,111.0,1042.0,190.2,931.0,7290.0,Concentrado Colectivo,25.889,27.354,0.0,1.13,0.0,20.43,C_01_S10,11:17
2025-04-02,13:02:00,110.0,1013.0,143.2,903.0,,Concentrado Colectivo,28.149,30.02,0.142,1.606,6.78,15.86,C_01_S10,13:02
2025-04-07,16:52:00,110.5,1075.0,242.5,964.5,1744061818.0,Concentrado Colectivo,24.598,27.367,0.0,1.116,11.98,25.14,C_01_S10,16:52
2025-04-09,17:16:00,110.0,1018.0,159.0,908.0,1744236287.0,Concentrado Colectivo,26.353,27.761,0.0,1.197,8.88,17.51,C_01_S10,17:16
2025-04-11,10:53:00,110.5,1001.0,148.0,890.5,1744386320.0,Concentrado Colectivo,23.361,23.781,0.139,1.407,16.2,16.62,C_01_S10,10:53
2025-04-16,11:11:00,110.5,1036.5,216.5,926.0,1744819050.0,Concentrado Colectivo,27.433,24.396,0.447,1.486,12.28,23.38,C_01_S10,11:11
2025-04-18,12:15:00,110.0,1037.0,241.5,927.0,1744995346.0,Concentrado Colectivo,25.994,26.462,0.0,1.677,0.0,26.05,C_01_S10,12:15
2025-04-21,12:00:00,110.0,1025.0,172.5,915.0,1745254573.0,Concentrado Colectivo,27.719,25.576,0.172,1.95,11.48,18.85,C_01_S10,12:00
2025-04-23,12:12:00,110.0,1075.0,262.5,965.0,1745427603.0,Concentrado Colectivo,24.922,22.723,0.0,2.641,17.72,27.2,C_01_S10,12:12
2025-04-25,11:36:00,110.0,1075.0,274.0,965.0,1745598849.0,Concentrado Colectivo,25.887,23.52,0.0,1.283,16.46,28.39,C_01_S10,11:36
2025-04-28,10:16:00,110.5,1073.0,248.5,962.5,7925.0,Concentrado Colectivo,26.028,28.045,0.314,2.237,10.32,25.82,C_01_S10,10:16
2025-04-30,10:10:00,110.5,1046.5,208.5,936.0,7939.0,Concentrado Colectivo,26.279,28.638,0.251,3.063,7.68,22.28,C_01_S10,10:10
2025-05-02,12:15:00,110.6,1025.5,206.0,914.9,7952.0,Concentrado Colectivo,25.914,24.929,0.196,1.919,12.08,22.52,C_01_S10,12:15
2025-05-05,12:11:00,110.0,1040.0,189.5,930.0,7965.0,Concentrado Colectivo,27.516,26.663,0.149,1.748,11.46,20.38,C_01_S10,12:11
2025-05-07,11:58:00,110.0,1043.0,210.5,933.0,7979.0,Concentrado Colectivo,25.898,25.077,0.173,1.533,15.48,22.56,C_01_S10,11:58
2025-05-12,12:52:00,110.0,1129.5,321.5,1019.5,7989.0,Concentrado Colectivo,27.787,27.263,0.0,1.804,9.4,31.54,C_01_S10,12:52
2025-05-14,10:56:00,110.0,1143.0,324.0,1033.0,1747237811.0,Concentrado Colectivo,27.771,25.919,0.13,1.931,9.62,31.36,C_01_S10,10:56
2025-05-16,12:00:00,110.0,1103.0,274.0,993.0,1747413605.0,Concentrado Colectivo,24.149,25.424,0.154,1.474,16.0,27.59,C_01_S10,12:00
2025-05-19,12:03:00,110.5,1081.0,260.0,970.5,1747673167.0,Concentrado Colectivo,26.189,26.168,0.176,1.958,9.9,26.79,C_01_S10,12:03
2025-05-26,12:29:00,110.6,1103.0,292.0,992.4,1748279904.0,Concentrado Colectivo,26.119,26.963,0.0,3.116,11.44,29.42,C_01_S10,12:29
2025-05-28,16:01:00,110.5,1090.5,268.5,980.0,1748465742.0,Concentrado Colectivo,25.494,23.789,0.166,2.063,16.72,27.4,C_01_S10,16:01
2025-05-30,10:30:00,110.5,1101.0,274.5,990.5,1748618833.0,Concentrado Colectivo,26.295,22.897,0.171,1.561,14.4,27.71,C_01_S10,10:30
2025-06-02,11:36:00,110.5,860.5,181.5,750.0,1748881340.0,Concentrado Colectivo,27.847,24.582,0.228,2.0,11.96,24.2,C_01_S10,11:36
2025-06-06,10:49:00,110.0,833.0,183.5,723.0,1749224869.0,Concentrado Colectivo,26.5,24.179,0.119,1.632,15.52,25.38,C_01_S10,10:49
2025-06-09,10:57:00,110.6,1071.0,213.5,960.4,1749483509.0,Concentrado Colectivo,27.026,23.681,0.0,2.198,15.0,22.23,C_01_S10,10:57
2025-06-11,12:12:00,110.5,1976.0,222.5,1865.5,1749661738.0,Concentrado Colectivo,26.322,22.288,0.122,1.417,17.7,11.93,C_01_S10,12:12
2025-06-13,11:06:00,110.0,1059.0,213.8,949.0,1749830497.0,Concentrado Colectivo,25.616,20.746,0.0,1.618,18.62,22.53,C_01_S10,11:06
2025-06-16,10:59:00,110.5,937.5,168.5,827.0,1750089336.0,Concentrado Colectivo,26.434,22.786,0.316,3.16,14.48,20.37,C_01_S10,10:59
2025-06-23,12:40:00,110.0,1057.0,204.0,947.0,1750700350.0,Concentrado Colectivo,30.419,23.934,0.175,1.668,10.44,21.54,C_01_S10,12:40
2025-06-25,12:52:00,110.5,1060.5,238.5,950.0,1750873235.0,Concentrado Colectivo,27.831,22.873,0.0,1.066,15.1,25.11,C_01_S10,12:52
2025-06-27,11:53:00,110.0,1117.0,299.5,1007.0,1751042170.0,Concentrado Colectivo,26.874,20.376,0.089,0.812,18.9,29.74,C_01_S10,11:53
2025-06-30,12:41:00,110.0,1067.5,229.5,957.5,1751304590.0,Concentrado Colectivo,24.86,22.786,0.059,0.861,18.44,23.97,C_01_S10,12:41
2025-07-02,11:08:00,110.0,1014.0,163.5,904.0,1751471604.0,Concentrado Colectivo,25.207,21.075,0.112,2.116,14.88,18.09,C_01_S10,11:08
2025-07-07,10:33:00,110.0,1046.5,183.5,936.5,1751901384.0,Concentrado Colectivo,24.35,25.27,0.132,2.102,8.66,19.59,C_01_S10,10:33
2025-07-09,10:10:00,110.0,1068.0,210.0,958.0,1752072689.0,Concentrado Colectivo,24.961,26.069,0.152,2.007,9.82,21.92,C_01_S10,10:10
2025-07-11,9:56:00,109.0,1032.5,221.0,923.5,1752244589.0,Concentrado Colectivo,27.603,25.769,0.0,1.039,0.0,23.93,C_01_S10,09:56
2025-07-16,12:59:00,110.5,1072.5,214.5,962.0,1752688338.0,Concentrado Colectivo,26.582,26.668,0.124,1.412,13.08,22.3,C_01_S10,12:59
2025-07-18,11:23:00,109.0,1065.5,212.9,956.5,1752855231.0,Concentrado Colectivo,27.072,23.771,0.142,1.535,16.0,22.25,C_01_S10,11:23
2025-07-21,10:31:00,110.5,869.5,181.0,759.0,1753111140.0,Concentrado Colectivo,25.605,27.717,0.116,2.783,9.64,23.85,C_01_S10,10:31
2025-08-04,10:28:00,109.0,1128.5,262.5,1019.5,1754320755.0,Concentrado Colectivo,27.044,22.148,0.11,3.157,10.92,25.75,C_01_S10,10:28
2025-08-06,17:52:00,109.0,1204.5,195.0,1095.5,1754519758.0,Concentrado Colectivo,26.187,17.836,0.189,0.781,18.72,17.8,C_01_S10,17:52
2025-08-11,12:13:00,109.0,1019.0,207.5,910.0,1754932089.0,Concentrado Colectivo,30.827,26.567,0.226,0.593,7.96,22.8,C_01_S10,12:13
2025-08-13,12:11:00,110.6,1039.5,190.5,928.9,1755104126.0,Concentrado Colectivo,27.743,24.676,0.0,0.804,11.76,20.51,C_01_S10,12:11
2025-08-15,12:48:00,109.0,1024.0,204.0,915.0,1755279041.0,Concentrado Colectivo,30.313,22.985,0.0,0.914,9.64,22.3,C_01_S10,12:48
2025-08-18,17:07:00,109.0,861.0,247.5,752.0,1755554195.0,Concentrado Colectivo,30.874,22.686,0.0,0.679,7.66,32.91,C_01_S10,17:07
2025-08-20,17:24:00,109.5,1020.5,165.0,911.0,1755727916.0,Concentrado Colectivo,30.147,21.094,0.0,1.59,12.54,18.11,C_01_S10,17:24
2025-08-29,16:03:00,110.0,1050.5,243.5,940.5,1756501360.0,Concentrado Colectivo,25.583,22.897,0.196,2.371,15.88,25.89,C_01_S10,16:03
2025-09-01,12:01:00,110.5,1048.0,233.5,937.5,1756745157.0,Concentrado Colectivo,27.082,26.217,0.0,1.813,12.24,24.91,C_01_S10,12:01
2025-09-03,11:18:00,112.5,1330.5,401.0,1218.0,1756916198.0,Concentrado Colectivo,28.527,22.599,0.0,1.757,13.76,32.92,C_01_S10,11:18
2025-09-05,11:45:00,110.0,1275.5,327.0,1165.5,1757090653.0,Concentrado Colectivo,25.828,20.518,0.299,1.828,18.96,28.06,C_01_S10,11:45
2025-09-08,11:35:00,110.5,1024.5,250.0,914.0,1757348411.0,Concentrado Colectivo,27.015,24.788,0.144,1.752,12.8,27.35,C_01_S10,11:35
2025-09-10,17:02:00,110.0,899.5,200.0,789.5,1757540637.0,Concentrado Colectivo,27.74,24.541,0.0,0.97,13.62,25.33,C_01_S10,17:02
2025-09-12,11:28:00,110.0,670.0,134.0,560.0,1757693901.0,Concentrado Colectivo,29.451,23.888,0.0,0.859,13.34,23.93,C_01_S10,11:28
2025-09-15,18:25:00,110.0,472.0,103.0,362.0,1757977988.0,Concentrado Colectivo,30.822,23.888,0.0,1.488,0.0,28.45,C_01_S10,18:25
2025-09-17,17:42:00,110.5,320.5,50.0,210.0,1758148711.0,Concentrado Colectivo,27.797,20.022,0.0,1.217,18.66,23.81,C_01_S10,17:42
2025-09-24,11:41:00,110.0,1024.5,202.5,914.5,1758731708.0,Concentrado Colectivo,28.597,25.771,0.132,2.785,10.42,22.14,C_01_S10,11:41
2025-09-26,11:19:00,110.0,999.5,227.5,889.5,1758903369.0,Concentrado Colectivo,26.736,23.412,0.0,3.202,13.48,25.58,C_01_S10,11:19
2025-09-29,11:42:00,110.0,1011.5,209.5,901.5,1759162988.0,Concentrado Colectivo,26.526,22.985,0.0,2.096,14.78,23.24,C_01_S10,11:42
2025-10-03,12:27:00,110.0,1040.5,239.0,930.5,1759511635.0,Concentrado Colectivo,28.44,26.465,0.0,3.19,8.34,25.69,C_01_S10,12:27
2025-10-13,10:20:00,110.0,1067.0,293.5,957.0,1760367840.0,Concentrado Colectivo,27.211,26.368,0.0,2.187,9.5,30.67,C_01_S10,10:20
2025-10-15,11:08:00,110.6,979.0,187.5,868.4,1760543805.0,Concentrado Colectivo,27.914,26.368,0.0,1.222,10.38,21.59,C_01_S10,11:08
2025-10-22,18:08:00,110.5,1386.0,285.0,1275.5,1761174332.0,Concentrado Colectivo,28.375,26.467,0.15,1.64,10.62,22.34,C_01_S10,18:08
2025-10-24,12:07:00,100.0,1152.5,209.5,1052.5,1761325588.0,Concentrado Colectivo,27.825,21.89,0.124,1.801,15.22,19.9,C_01_S10,12:07
2025-10-29,12:00:00,110.0,947.0,161.0,837.0,1761756516.0,Concentrado Colectivo,28.483,25.569,0.099,1.679,12.36,19.24,C_01_S10,12:00
2025-11-03,10:34:00,110.0,1057.5,242.0,947.5,1762183242.0,Concentrado Colectivo,26.148,24.776,0.132,1.378,14.56,25.54,C_01_S10,10:34
2025-11-10,11:24:00,110.0,945.5,117.0,835.5,9521.0,Concentrado Colectivo,29.459,22.401,0.265,1.218,12.46,14.0,C_01_S10,11:24
2025-11-12,9:36:00,110.0,925.5,225.5,815.5,9533.0,Concentrado Colectivo,28.742,22.401,0.158,1.573,13.76,27.65,C_01_S10,09:36
2025-11-14,11:18:00,115.5,885.0,150.0,769.5,9545.0,Concentrado Colectivo,27.652,26.069,0.146,2.307,10.36,19.49,C_01_S10,11:18
2025-11-17,11:02:00,110.5,1284.0,320.0,1173.5,9551.0,Concentrado Colectivo,27.694,27.456,0.163,3.933,6.7,27.27,C_01_S10,11:02
2025-12-15,10:49:00,110.0,1343.5,215.0,1233.5,1765794791.0,Concentrado Colectivo,27.483,21.182,0.12,2.583,15.9,17.43,C_01_S10,10:49
2025-12-17,10:17:00,110.5,831.0,103.0,720.5,1765965945.0,Concentrado Colectivo,28.408,29.452,0.163,2.588,5.56,14.3,C_01_S10,10:17
2025-12-19,12:43:00,110.0,602.0,112.0,492.0,1766147231.0,Concentrado Colectivo,28.352,24.539,0.145,2.783,10.6,22.76,C_01_S10,12:43
2026-01-09,11:55:00,110.0,588.0,84.5,478.0,9675.0,Concentrado Colectivo,24.301,26.165,0.225,1.539,7.6,17.68,C_01_S10,11:55
2026-01-14,16:29:00,110.0,552.5,80.5,442.5,9686.0,Concentrado Colectivo,29.441,25.576,0.17,1.511,8.76,18.19,C_01_S10,16:29
2026-01-21,11:21:00,110.0,600.0,114.0,490.0,9706.0,Concentrado Colectivo,29.156,23.806,0.252,0.92,10.38,23.27,C_01_S10,11:21
2026-01-23,10:41:00,110.0,590.0,89.5,480.0,9712.0,Concentrado Colectivo,29.284,22.07,0.296,0.92,12.08,18.65,C_01_S10,10:41
2026-01-26,11:12:00,110.5,552.0,67.0,441.5,9719.0,Concentrado Colectivo,26.888,23.199,0.119,1.195,14.84,15.18,C_01_S10,11:12
2026-01-28,11:31:00,110.0,551.0,98.5,441.0,9727.0,Concentrado Colectivo,26.577,24.79,0.122,1.027,14.02,22.34,C_01_S10,11:31
2026-01-30,18:08:00,110.5,929.5,179.0,819.0,9738.0,Concentrado Colectivo,26.786,24.431,0.114,1.52,16.64,21.86,C_01_S10,18:08
2026-02-02,10:07:00,114.5,1022.0,255.5,907.5,9751.0,Concentrado Colectivo,27.904,27.613,0.281,1.299,9.36,28.15,C_01_S10,10:07
2026-02-04,10:06:00,114.5,592.0,86.0,477.5,9760.0,Concentrado Colectivo,27.578,23.61,0.232,1.302,13.08,18.01,C_01_S10,10:06
2026-02-06,10:25:00,114.5,769.5,102.5,655.0,9767.0,Concentrado Colectivo,27.452,26.484,0.101,1.434,10.16,15.65,C_01_S10,10:25
2026-02-09,11:44:00,114.5,682.5,120.0,568.0,9775.0,Concentrado Colectivo,26.878,21.924,0.13,1.285,18.52,21.13,C_01_S10,11:44
2026-02-11,10:58:00,114.5,1052.5,225.0,938.0,9783.0,Concentrado Colectivo,25.866,23.363,0.127,1.913,15.36,23.99,C_01_S10,10:58
2026-02-16,10:26:00,114.5,174.5,177.0,60.0,9789.0,Concentrado Colectivo,27.426,15.943,0.184,1.723,11.28,29.5,C_01_S10,10:26
2026-02-18,10:40:00,114.5,1266.5,277.5,1152.0,9797.0,Concentrado Colectivo,26.741,24.867,0.163,2.128,15.1,24.09,C_01_S10,10:40
2026-02-20,10:26:00,114.5,758.5,148.5,644.0,9805.0,Concentrado Colectivo,27.961,26.07,0.192,2.802,9.6,23.06,C_01_S10,10:26
2026-02-23,9:54:00,114.5,751.0,120.0,636.5,9813.0,Concentrado Colectivo,26.303,23.771,0.189,3.304,12.08,18.85,C_01_S10,09:54
2026-02-25,11:42:00,117.5,692.0,121.5,574.5,9822.0,Concentrado Colectivo,25.824,23.563,0.118,2.004,15.1,21.15,C_01_S10,11:42
2026-02-27,11:53:00,110.0,1022.5,169.5,912.5,9830.0,Concentrado Colectivo,26.891,25.569,0.153,1.609,11.34,18.58,C_01_S10,11:53
2026-03-02,15:44:00,114.5,1204.0,264.5,1089.5,9838.0,Concentrado Colectivo,26.594,23.764,0.136,1.958,12.44,24.28,C_01_S10,15:44
2026-03-06,10:23:00,109.0,1198.0,215.0,1089.0,9846.0,Concentrado Colectivo,24.76,24.57,0.107,2.719,11.52,19.74,C_01_S10,10:23
2026-03-09,15:04:00,109.0,588.5,62.0,479.5,9861.0,Concentrado Colectivo,28.417,26.368,0.148,1.357,9.98,12.93,C_01_S10,15:04
2026-03-11,11:59:00,114.5,821.0,136.0,706.5,9853.0,Concentrado Colectivo,27.427,24.676,0.382,1.186,11.0,19.25,C_01_S10,11:59
2026-03-13,11:35:00,109.0,830.5,119.0,721.5,9869.0,Concentrado Colectivo,28.524,26.564,0.275,1.151,9.04,16.49,C_01_S10,11:35
2026-03-16,10:41:00,114.5,923.0,175.5,808.5,9877.0,Concentrado Colectivo,26.529,25.572,0.409,1.227,11.74,21.71,C_01_S10,10:41
2026-03-25,11:25:00,114.5,633.5,118.5,519.0,9970.0,Concentrado Colectivo,29.674,20.775,0.103,1.263,7.28,22.83,C_01_S10,11:25
2026-03-27,10:45:00,110.5,600.0,98.6,489.5,9982.0,Concentrado Colectivo,27.0,25.771,0.142,1.837,10.76,20.14,C_01_S10,10:45
2026-04-01,12:11:00,110.5,590.5,82.0,480.0,9997.0,Concentrado Colectivo,26.955,19.576,0.602,0.963,14.16,17.08,C_01_S10,12:11
2026-04-03,16:44:00,114.5,879.0,167.0,764.5,10008.0,Concentrado Colectivo,27.533,23.333,0.272,1.089,14.52,21.84,C_01_S10,16:44
2026-04-06,12:09:00,109.0,615.5,100.0,506.5,10017.0,Concentrado Colectivo,26.534,21.89,0.215,1.023,18.48,19.74,C_01_S10,12:09
2026-04-08,10:46:00,109.0,630.0,100.0,521.0,10026.0,Concentrado Colectivo,28.037,23.272,0.225,1.384,11.8,13.62,C_01_S10,10:46
