date,time, tara , tweight , dweight , pweight ,chemical_id,MUESTRA,pFe,pCu,pZn,pMo,pIns,pSol
2025-07-31,11:52:00,  109.5 ,1165.,  393.5 ,1055.5,1753894258,Concentrado Primario L2,21.257,18.865,0.000,1.312,22.740,37.28
2025-07-31,11:56:00,  109.0 ,1029.,  265.5 ,920.,1753894421,Relave Final,2.060,0.087,0.000,0.010,0.000,28.86
2025-07-31,12:05:00,  109.0 ,1163.5,  364.0 ,1054.5,1753895029,Concentrado Colectivo,25.212,25.921,0.000,1.484,6.960,34.52
2025-07-31,12:27:00,  110.0 ,1054.,  249.5 ,944.,1753895935,Concentrado Primario L1,19.600,18.915,0.000,1.575,26.300,26.43
2025-08-04,10:21:00,  109.0 ,997.,  205.5 ,888.,1754320741,Relave Final,2.189,0.060,0.000,0.012,0.000,23.14
2025-08-04,10:24:00,  110.5 ,1085.5,  357.5 ,975.,1754320750,Rebose Hidrociclones L1,2.247,0.462,0.005,0.061,0.000,36.67
2025-08-04,10:26:00,  110.0 ,1088.5,  367.5 ,978.5,1754320751,Rebose Hidrociclones L2,2.514,0.512,0.005,0.064,0.000,37.56
2025-08-04,10:28:00,  109.0 ,1128.5,  262.5 ,1019.5,1754320755,Concentrado Colectivo,27.044,22.148,0.110,3.157,10.920,25.75
2025-08-04,10:30:00,  109.5 ,1188.,  417.0 ,1078.5,1754320756,Concentrado Primario L2,24.858,16.023,0.073,1.950,22.700,38.66
2025-08-04,10:32:00,  110.5 ,1375.,  133.0 ,1264.5,1754320758,Cola Scavenger L1,9.483,0.197,0.000,0.018,0.000,10.52
2025-08-04,10:34:00,  110.0 ,1139.5,  375.0 ,1029.5,1754320761,Concentrado 1ra Limpieza L2,28.134,20.972,0.100,2.767,10.640,36.43
2025-08-04,10:36:00,  110.0 ,1199.5,  426.0 ,1089.5,1754320762,Concentrado Primario L1,23.555,16.464,0.076,1.989,24.600,39.10
2025-08-04,10:39:00,  108.5 ,1349.5,  131.5 ,1241.,1754320764,Cola Scavenger L2,9.585,0.177,0.000,0.015,0.000,10.60
2025-08-06,17:35:00,  109.0 ,971.,  205.0 ,862.,1754519613,Relave Final,3.688,0.043,0.000,0.004,0.000,23.78
2025-08-06,17:38:00,  108.5 ,1372.5,  186.0 ,1264.,1754519641,Cola Scavenger L2,24.820,0.152,0.000,0.004,0.000,14.72
2025-08-06,17:40:00,  109.5 ,1188.5,  394.5 ,1079.,1754519652,Concentrado Primario L2,29.658,11.956,0.125,0.424,20.120,36.56
2025-08-06,17:49:00,  110.0 ,971.,  134.5 ,861.,1754519755,Concentrado 1ra Limpieza L2,29.099,19.649,0.215,0.741,13.080,15.62
2025-08-06,17:52:00,  109.0 ,1204.5,  195.0 ,1095.5,1754519758,Concentrado Colectivo,26.187,17.836,0.189,0.781,18.720,17.80
2025-08-06,17:54:00,  110.0 ,1150.5,  351.0 ,1040.5,1754520407,Concentrado Primario L1,28.879,12.544,0.137,0.463,21.480,33.73
2025-08-06,17:57:00,  110.5 ,1158.,  124.5 ,1047.5,1754520933,Cola Scavenger L1,24.030,0.167,0.000,0.005,0.000,11.89
2025-08-06,18:00:00,  110.0 ,1039.5,  286.5 ,929.5,1754521039,Rebose Hidrociclones L2,4.194,0.289,0.011,0.011,0.000,30.82
2025-08-11,12:08:00,  110.5 ,1045.,  334.5 ,934.5,1754932045,Rebose Hidrociclones L1,2.567,0.416,0.008,0.011,0.000,35.79
2025-08-11,12:12:00,  110.5 ,1320.,  142.0 ,1209.5,1754932084,Cola Scavenger L1,23.943,0.182,0.000,0.006,0.000,11.74
2025-08-11,12:13:00,  109.0 ,1019.,  207.5 ,910.,1754932089,Concentrado Colectivo,30.827,26.567,0.226,0.593,7.960,22.80
2025-08-11,12:16:00,  108.5 ,1267.,  29.5 ,1158.5,1754932174,Cola Scavenger L2,22.285,0.327,0.000,0.015,0.000,2.55
2025-08-11,12:21:00,  110.0 ,1098.5,  253.5 ,988.5,1754932370,Concentrado Primario L1,32.117,15.423,0.168,0.515,19.720,25.64
2025-08-13,11:58:00,  109.0 ,958.,  202.5 ,849.,1755104108,Relave Final,2.645,0.069,0.000,0.004,0.000,23.85
2025-08-13,12:02:00,  107.0 ,1131.,  128.5 ,1024.,1755104112,Cola Scavenger L1,15.555,0.221,0.000,0.012,0.000,12.55
2025-08-13,12:04:00,  110.5 ,954.5,  93.0 ,844.,1755104122,Concentrado 1ra Limpieza L1,29.787,22.686,0.000,0.599,13.380,11.02
2025-08-13,12:08:00,  110.0 ,1004.,  177.5 ,894.,1755104124,Concentrado 1ra Limpieza L2,27.742,21.592,0.000,0.632,14.780,19.85
2025-08-13,12:11:00,  110.6 ,1039.5,  190.5 ,928.9,1755104126,Concentrado Colectivo,27.743,24.676,0.000,0.804,11.760,20.51
2025-08-13,12:13:00,  109.5 ,1221.5,  443.0 ,1112.,1755104129,Concentrado Primario L2,28.140,16.119,0.000,0.350,19.620,39.84
2025-08-15,12:30:00,  111.0 ,768.5,  150.0 ,657.5,1755278961,Relave Final,1.987,0.044,0.000,0.003,0.000,22.81
2025-08-15,12:33:00,  110.0 ,949.,  87.0 ,839.,1755278995,Concentrado 1ra Limpieza L1,30.387,20.099,0.000,0.662,11.720,10.37
2025-08-15,12:37:00,  109.0 ,988.,  181.0 ,879.,1755279005,Concentrado 1ra Limpieza L2,28.883,19.303,0.000,0.721,13.280,20.59
2025-08-15,12:39:00,  110.0 ,828.,  236.5 ,718.,1755279009,Rebose Hidrociclones L2,2.566,0.377,0.000,0.013,0.000,32.94
2025-08-15,12:40:00,  110.0 ,1306.,  563.0 ,1196.,1755279017,Concentrado Primario L2,33.100,8.458,0.000,0.299,19.120,47.07
2025-08-15,12:43:00,  108.5 ,1369.5,  189.5 ,1261.,1755279028,Cola Scavenger L2,26.140,0.173,0.000,0.003,0.000,15.03
2025-08-15,12:46:00,  110.5 ,1367.,  172.0 ,1256.5,1755279036,Cola Scavenger L1,24.304,0.174,0.000,0.003,0.000,13.69
2025-08-15,12:48:00,  109.0 ,1024.,  204.0 ,915.,1755279041,Concentrado Colectivo,30.313,22.985,0.000,0.914,9.640,22.30
2025-08-18,16:58:00,  110.0 ,1057.,  356.5 ,947.,1755554158,Rebose Hidrociclones L1,2.700,0.484,0.000,0.024,0.000,37.65
2025-08-18,17:01:00,  110.0 ,951.5,  80.0 ,841.5,1755554168,Concentrado 1ra Limpieza L1,28.063,23.582,0.000,0.785,12.080,9.51
2025-08-18,17:02:00,  110.0 ,1057.5,  320.5 ,947.5,1755544175,Rebose Hidrociclones L2,2.686,0.475,0.000,0.023,0.000,33.83
2025-08-18,17:04:00,  110.0 ,992.5,  201.0 ,882.5,1755554178,Concentrado 1ra Limpieza L2,28.198,20.995,0.000,0.915,15.840,22.78
2025-08-18,17:06:00,  111.0 ,930.,  155.0 ,819.,1755554191,Relave Final,2.441,0.059,0.000,0.006,0.000,18.93
2025-08-18,17:07:00,  109.0 ,861.,  247.5 ,752.,1755554195,Concentrado Colectivo,30.874,22.686,0.000,0.679,7.660,32.91
2025-08-18,17:10:00,  110.5 ,1378.5,  206.5 ,1268.,1755554201,Cola Scavenger L1,19.516,0.134,0.000,0.005,0.000,16.29
2025-08-18,17:13:00,  108.5 ,1362.,  232.5 ,1253.5,1755554209,Cola Scavenger L2,19.224,0.111,0.000,0.004,0.000,18.55
2025-08-18,17:15:00,  110.0 ,949.,  317.0 ,839.,1755554212,Concentrado Primario L2,27.133,14.328,0.000,0.620,21.620,37.78
2025-08-18,17:20:00,  110.0 ,1490.,  577.5 ,1380.,1755555555,Concentrado Primario L1,27.886,14.229,0.000,0.634,20.920,41.85
2025-08-20,17:14:00,  110.5 ,1285.,  113.5 ,1174.5,1755727900,Cola Scavenger L1,13.220,0.147,0.000,0.013,0.000,9.66
2025-08-20,17:17:00,  110.0 ,948.,  455.0 ,838.,1755727905,Concentrado 1ra Limpieza L1,27.285,22.885,0.000,1.342,13.000,54.30
2025-08-20,17:19:00,  108.5 ,985.5,  118.5 ,877.,1755727908,Cola Scavenger L2,12.470,0.186,0.000,0.014,0.000,13.51
2025-08-20,17:22:00,  110.0 ,1322.,  123.5 ,1212.,1755727912,Concentrado 1ra Limpieza L2,27.212,23.383,0.000,1.402,12.440,10.19
2025-08-20,17:24:00,  109.5 ,1020.5,  165.0 ,911.,1755727916,Concentrado Colectivo,30.147,21.094,0.000,1.590,12.540,18.11
2025-08-20,17:31:00,  110.0 ,963.,  325.5 ,853.,1755729026,Concentrado Primario L2,33.528,11.940,0.000,0.627,13.020,38.16
2025-08-27,17:00:00,  110.5 ,966.5,  97.0 ,856.,1755729028,Concentrado 1ra Limpieza L1,28.284,26.267,0.149,1.880,11.160,11.33
2025-08-27,17:00:00,  110.0 ,1010.5,  225.0 ,900.5,1755729029,Concentrado 1ra Limpieza L2,26.337,24.235,0.154,2.297,13.880,24.99
2025-08-27,17:00:00,  109.0 ,999.,  131.0 ,890.,1755729030,Concentrado Colectivo,25.721,24.433,0.155,2.029,13.780,14.72
2025-08-27,17:00:00,  109.5 ,1122.,  372.5 ,1012.5,1755729032,Concentrado Primario L1,22.693,20.468,0.121,1.644,24.060,36.79
2025-08-27,17:00:00,  110.0 ,1160.5,  385.0 ,1050.5,1755729031,Concentrado Primario L2,21.264,18.882,0.115,1.482,27.340,36.65
2025-08-27,17:00:00,  110.5 ,1079.,  381.0 ,968.5,1755729027,Rebose Hidrociclones L1,2.642,0.654,0.008,0.051,0.000,39.34
2025-08-29,16:02:00,  111.0 ,1084.,  250.0 ,973.,1756501217,Relave Final,2.624,0.363,0.000,0.042,0.000,25.69
2025-08-29,16:03:00,  110.0 ,1050.5,  243.5 ,940.5,1756501360,Concentrado Colectivo,25.583,22.897,0.196,2.371,15.880,25.89
2025-08-29,16:06:00,  110.5 ,1289.,  82.5 ,1178.5,1756501380,Cola Scavenger L1,9.122,0.250,0.000,0.024,0.000,7.00
2025-08-29,16:08:00,  110.0 ,1096.,  293.0 ,986.,1756501416,Concentrado Primario L1,18.450,14.670,0.126,1.471,35.940,29.72
2025-08-29,16:09:00,  110.0 ,1082.5,  402.0 ,972.5,1756501481,Rebose Hidrociclones L1,3.366,0.662,0.010,0.062,0.000,41.34
2025-08-29,16:12:00,  108.0 ,1084.,  388.0 ,976.,1756501728,Rebose Hidrociclones L2,3.026,0.594,0.009,0.061,0.000,39.75
2025-09-01,11:46:00,  110.5 ,1070.5,  360.5 ,960.,1756744966,Rebose Hidrociclones L1,2.831,0.504,0.000,0.032,0.000,37.55
2025-09-01,11:49:00,  109.0 ,943.5,  103.0 ,834.5,1756744999,Concentrado 1ra Limpieza L1,27.299,25.176,0.000,1.721,12.280,12.34
2025-09-01,11:51:00,  108.5 ,1293.5,  106.5 ,1185.,1756745009,Cola Scavenger L1,6.363,0.135,0.000,0.011,0.000,8.99
2025-09-01,11:53:00,  110.0 ,1140.5,  374.5 ,1030.5,1756745014,Concentrado Primario L2,22.967,19.130,0.000,1.293,27.180,36.34
2025-09-01,11:55:00,  108.0 ,1310.,  113.5 ,1202.,1756745020,Cola Scavenger L2,6.115,0.117,0.000,0.008,0.000,9.44
2025-09-01,11:58:00,  110.5 ,1006.5,  270.0 ,896.,1756745025,Concentrado 1ra Limpieza L2,27.659,24.037,0.000,1.745,13.280,30.13
2025-09-01,11:59:00,  110.0 ,1117.,  323.0 ,1007.,1756745151,Concentrado Primario L1,21.830,17.445,0.000,1.168,31.140,32.08
2025-09-01,12:01:00,  110.5 ,1048.,  233.5 ,937.5,1756745157,Concentrado Colectivo,27.082,26.217,0.000,1.813,12.240,24.91
2025-09-03,11:03:00,  110.5 ,1082.,  392.0 ,971.5,1756915287,Rebose Hidrociclones L1,2.579,0.617,0.000,0.046,0.000,40.35
2025-09-03,11:06:00,  110.0 ,963.,  105.5 ,853.,1756915292,Concentrado 1ra Limpieza L1,28.684,24.185,0.000,1.650,12.740,12.37
2025-09-03,11:08:00,  108.5 ,1341.,  177.5 ,1232.5,1756915295,Cola Scavenger L1,5.821,0.171,0.000,0.008,0.000,14.40
2025-09-03,11:10:00,  110.5 ,833.5,  243.9 ,723.,1756915301,Concentrado 1ra Limpieza L2,27.727,22.104,0.000,1.685,15.520,33.73
2025-09-03,11:13:00,  108.0 ,1332.,  149.0 ,1224.,1756915306,Cola Scavenger L2,5.820,0.152,0.000,0.006,0.000,12.17
2025-09-03,11:18:00,  112.5 ,1330.5,  401.0 ,1218.,1756916198,Concentrado Colectivo,28.527,22.599,0.000,1.757,13.760,32.92
2025-09-05,11:18:00,  111.0 ,999.,  212.0 ,888.,1757088957,Relave Final,1.656,0.075,0.000,0.008,0.000,23.87
2025-09-05,11:20:00,  110.0 ,1075.5,  327.5 ,965.5,1757089071,Rebose Hidrociclones L1,2.336,0.582,0.012,0.040,0.000,33.92
2025-09-05,11:23:00,  110.5 ,967.5,  119.5 ,857.,1757089127,Concentrado 1ra Limpieza L1,25.999,22.005,0.322,1.832,16.500,13.94
2025-09-05,11:29:00,  110.0 ,1121.,  279.0 ,1011.,1757088274,Concentrado Primario L1,20.953,15.463,0.229,1.345,33.300,27.60
2025-09-05,11:32:00,  110.0 ,1010.,  284.0 ,900.,1757089335,Concentrado 1ra Limpieza L2,25.985,22.798,0.329,1.804,16.080,31.56
2025-09-05,11:33:00,  110.0 ,1172.5,  380.5 ,1062.5,1757089415,Concentrado Primario L2,22.836,16.751,0.245,1.307,28.360,35.81
2025-09-05,11:36:00,  110.5 ,1333.,  147.5 ,1222.5,1757089810,Cola Scavenger L1,8.405,0.156,0.000,0.014,0.000,12.07
2025-09-05,11:40:00,  109.0 ,1328.5,  146.0 ,1219.5,1757089983,Cola Scavenger L2,8.199,0.179,0.000,0.011,0.000,11.97
2025-09-05,11:43:00,  108.0 ,1055.,  352.0 ,947.,1757089988,Rebose Hidrociclones L2,2.618,0.620,0.012,0.043,0.000,37.17
2025-09-05,11:45:00,  110.0 ,1275.5,  327.0 ,1165.5,1757090653,Concentrado Colectivo,25.828,20.518,0.299,1.828,18.960,28.06
2025-09-08,11:21:00,  110.0 ,1067.,  229.5 ,957.,1757348386,Concentrado Primario L2,19.766,16.115,0.097,1.188,35.700,23.98
2025-09-08,11:23:00,  110.0 ,982.5,  226.5 ,872.5,1757348389,Relave Final,2.368,0.078,0.000,0.011,0.000,25.96
2025-09-08,11:25:00,  110.5 ,937.5,  296.5 ,827.,1757348393,Concentrado 1ra Limpieza L2,27.011,24.739,0.153,1.528,13.680,35.85
2025-09-08,11:27:00,  110.0 ,1109.5,  285.0 ,999.5,1757348395,Concentrado Primario L1,20.559,16.164,0.093,1.057,37.060,28.51
2025-09-08,11:30:00,  108.5 ,1288.,  139.0 ,1179.5,1757348396,Cola Scavenger L1,6.432,0.135,0.000,0.016,0.000,11.78
2025-09-08,11:33:00,  108.0 ,1284.,  133.0 ,1176.,1757348409,Cola Scavenger L2,6.380,0.139,0.000,0.016,0.000,11.31
2025-09-08,11:35:00,  110.5 ,1024.5,  250.0 ,914.,1757348411,Concentrado Colectivo,27.015,24.788,0.144,1.752,12.800,27.35
2025-09-08,11:38:00,  109.0 ,859.5,  106.0 ,750.5,1757348459,Concentrado 1ra Limpieza L1,26.989,25.576,0.145,1.528,12.300,14.12
2025-09-08,11:40:00,  110.5 ,1078.,  382.0 ,967.5,1757348882,Rebose Hidrociclones L1,2.496,0.593,0.007,0.035,0.000,39.48
2025-09-10,16:49:00,  110.5 ,1237.5,  129.5 ,1127.,1757540629,Cola Scavenger L1,18.773,0.152,0.000,0.012,0.000,11.49
2025-09-10,16:53:00,  109.0 ,1203.,  125.0 ,1094.,1657540631,Cola Scavenger L2,17.958,0.139,0.000,0.013,0.000,11.43
2025-09-10,16:55:00,  110.5 ,766.,  109.5 ,655.5,1757540634,Concentrado 1ra Limpieza L1,29.054,22.964,0.000,0.785,12.380,16.70
2025-09-10,16:59:00,  110.0 ,793.,  231.5 ,683.,1757540636,Concentrado 1ra Limpieza L2,29.456,22.225,0.000,0.847,13.240,33.89
2025-09-10,17:02:00,  110.0 ,899.5,  200.0 ,789.5,1757540637,Concentrado Colectivo,27.740,24.541,0.000,0.970,13.620,25.33
2025-09-12,11:07:00,  110.5 ,871.,  112.0 ,760.5,1757693082,Cola Scavenger L1,21.193,0.122,0.000,0.007,0.000,14.73
2025-09-12,11:09:00,  110.0 ,791.5,  154.5 ,681.5,1757693085,Rebose Hidrociclones L1,2.803,0.610,0.000,0.017,0.000,22.67
2025-09-12,11:12:00,  110.0 ,802.,  172.0 ,692.,1759693091,Relave Final,2.534,0.038,0.000,0.002,0.000,24.86
2025-09-12,11:18:00,  109.0 ,915.,  124.0 ,806.,1757693769,Cola Scavenger L2,21.809,0.115,0.000,0.005,0.000,15.38
2025-09-12,11:22:00,  110.5 ,536.,  67.0 ,425.5,1757693896,Concentrado 1ra Limpieza L1,31.082,23.194,0.000,0.798,11.700,15.75
2025-09-12,11:26:00,  110.0 ,533.,  134.0 ,423.,1757693897,Concentrado 1ra Limpieza L2,30.883,21.906,0.000,0.763,12.580,31.68
2025-09-12,11:28:00,  110.0 ,670.,  134.0 ,560.,1757693901,Concentrado Colectivo,29.451,23.888,0.000,0.859,13.340,23.93
2025-09-12,11:30:00,  110.0 ,894.5,  288.0 ,784.5,1757694287,Concentrado Primario L1,31.663,11.101,0.000,0.402,22.060,36.71
2025-09-15,18:09:00,  110.0 ,591.,  111.0 ,481.,1757977416,Relave Final,1.914,0.067,0.000,0.006,0.000,23.08
2025-09-15,18:12:00,  110.5 ,659.,  41.0 ,548.5,1757977420,Cola Scavenger L1,21.805,0.252,0.000,0.009,0.000,7.47
2025-09-15,18:16:00,  109.0 ,611.5,  38.0 ,502.5,1757977422,Cola Scavenger L2,22.680,0.211,0.000,0.009,0.000,7.56
2025-09-15,18:18:00,  110.5 ,373.,  44.0 ,262.5,1757977984,Concentrado 1ra Limpieza L1,31.062,22.798,0.000,1.322,0.000,16.76
2025-09-15,18:22:00,  110.0 ,364.,  82.5 ,254.,1757977985,Concentrado 1ra Limpieza L2,30.246,22.104,0.000,1.335,0.000,32.48
2025-09-15,18:25:00,  110.0 ,472.,  103.0 ,362.,1757977988,Concentrado Colectivo,30.822,23.888,0.000,1.488,0.000,28.45
2025-09-17,17:20:00,  110.0 ,266.5,  21.5 ,156.5,1758147359,Concentrado 1ra Limpieza L1,28.565,21.013,0.000,1.102,17.060,13.74
2025-09-17,17:27:00,  108.0 ,481.5,  110.5 ,373.5,1758147371,Rebose Hidrociclones L2,2.786,0.761,0.000,0.040,0.000,29.59
2025-09-17,17:29:00,  110.5 ,298.,  62.0 ,187.5,1758147375,Concentrado 1ra Limpieza L2,28.695,19.031,0.000,1.130,18.600,33.07
2025-09-17,17:34:00,  107.0 ,400.,  35.0 ,293.,1758147388,Cola Scavenger L1,21.027,0.154,0.000,0.008,0.000,11.95
2025-09-17,17:38:00,  108.5 ,422.5,  35.5 ,314.,1758147393,Cola Scavenger L2,22.228,0.151,0.000,0.008,0.000,11.31
2025-09-17,17:40:00,  110.0 ,422.,  98.5 ,312.,1758148707,Rebose Hidrociclones L1,3.004,0.596,0.000,0.033,0.000,31.57
2025-09-17,17:42:00,  110.5 ,320.5,  50.0 ,210.,1758148711,Concentrado Colectivo,27.797,20.022,0.000,1.217,18.660,23.81
2025-09-24,11:35:00,  110.0 ,929.,  218.0 ,819.,1758731480,Concentrado Primario L1,17.286,12.489,0.062,1.284,42.300,26.62
2025-09-24,11:38:00,  110.5 ,945.5,  128.0 ,835.,1758731687,Concentrado 1ra Limpieza L1,29.069,23.095,0.115,2.332,12.440,15.33
2025-09-24,11:40:00,  111.0 ,975.,  227.5 ,864.,1758731690,Relave Final,1.442,0.067,0.000,0.008,0.000,26.33
2025-09-24,11:41:00,  110.0 ,1024.5,  202.5 ,914.5,1758731708,Concentrado Colectivo,28.597,25.771,0.132,2.785,10.420,22.14
2025-09-24,11:44:00,  108.5 ,1285.,  111.0 ,1176.5,1758731716,Cola Scavenger L2,15.500,0.182,0.000,0.014,0.000,9.43
2025-09-24,11:45:00,  110.0 ,1006.,  313.0 ,896.,1758731749,Concentrado Primario L2,23.131,13.877,0.075,1.635,30.060,34.93
2025-09-24,11:47:00,  108.0 ,1069.5,  376.5 ,961.5,1758731755,Rebose Hidrociclones L2,1.783,0.601,0.005,0.048,0.000,39.16
2025-09-24,11:50:00,  110.0 ,1006.,  254.0 ,896.,1758731771,Concentrado 1ra Limpieza L2,28.729,22.500,0.107,2.476,13.720,28.35
2025-09-24,11:52:00,  110.5 ,1288.5,  110.0 ,1178.,1758731774,Cola Scavenger L1,16.518,0.150,0.000,0.012,0.000,9.34
2025-09-26,11:19:00,  110.0 ,999.5,  227.5 ,889.5,1758903369,Concentrado Colectivo,26.736,23.412,0.000,3.202,13.480,25.58
2025-09-26,11:20:00,  111.0 ,953.5,  217.0 ,842.5,1758903374,Relave Final,1.088,0.063,0.000,0.011,0.000,25.76
2025-09-26,11:23:00,  110.0 ,1007.,  279.0 ,897.,1758903375,Concentrado 1ra Limpieza L2,28.401,21.445,0.000,2.613,13.840,31.10
2025-09-26,11:25:00,  110.5 ,1215.,  165.5 ,1104.5,1758903380,Cola Scavenger L1,16.868,0.177,0.000,0.012,0.000,14.98
2025-09-26,11:27:00,  110.5 ,937.,  129.0 ,826.5,1758903383,Concentrado 1ra Limpieza L1,28.239,21.937,0.000,2.870,12.620,15.61
2025-09-26,11:29:00,  108.0 ,1041.5,  374.5 ,933.5,1758903388,Rebose Hidrociclones L2,1.467,0.525,0.006,0.072,0.000,40.12
2025-09-26,11:31:00,  110.0 ,976.5,  327.5 ,866.5,1758903758,Concentrado Primario L2,24.322,16.329,0.000,2.016,25.740,37.80
2025-09-26,11:34:00,  108.5 ,1277.5,  128.0 ,1169.,1758904230,Cola Scavenger L2,15.914,0.154,0.000,0.010,0.000,10.95
2025-09-26,11:37:00,  110.0 ,960.5,  265.0 ,850.5,1758904233,Concentrado Primario L1,23.853,14.756,0.000,2.322,27.680,31.16
2025-09-29,11:26:00,  111.0 ,953.,  213.5 ,842.,1759162977,Relave Final,1.936,0.069,0.000,0.008,0.000,25.36
2025-09-29,11:29:00,  110.5 ,1275.,  123.5 ,1164.5,1759162979,Cola Scavenger L1,21.953,0.170,0.000,0.013,0.000,10.61
2025-09-29,11:33:00,  108.5 ,1269.,  115.5 ,1160.5,1759162981,Cola Scavenger L2,23.689,0.167,0.000,0.013,0.000,9.95
2025-09-29,11:35:00,  110.5 ,941.,  114.0 ,830.5,1759162984,Concentrado 1ra Limpieza L1,30.226,22.401,0.000,2.051,12.040,13.73
2025-09-29,11:39:00,  110.0 ,1013.5,  296.5 ,903.5,1759162986,Concentrado 1ra Limpieza L2,28.028,21.592,0.000,2.085,12.560,32.82
2025-09-29,11:42:00,  110.0 ,1011.5,  209.5 ,901.5,1759162988,Concentrado Colectivo,26.526,22.985,0.000,2.096,14.780,23.24
2025-09-29,11:44:00,  110.0 ,1172.5,  432.0 ,1062.5,1759164178,Concentrado Primario L2,27.161,16.020,0.000,1.338,19.640,40.66
2025-09-29,11:47:00,  110.0 ,1065.5,  235.0 ,955.5,1759164179,Concentrado Primario L1,24.996,16.915,0.000,1.637,23.120,24.59
2025-10-03,12:15:00,  111.0 ,970.5,  224.0 ,859.5,1759511612,Relave Final,2.790,0.079,0.000,0.010,0.000,26.06
2025-10-03,12:18:00,  110.0 ,996.,  270.5 ,886.,1759511617,Concentrado 1ra Limpieza L2,27.965,24.086,0.000,2.883,12.020,30.53
2025-10-03,12:20:00,  108.5 ,1249.,  84.0 ,1140.5,1759511623,Cola Scavenger L2,19.291,0.370,0.000,0.035,0.000,7.37
2025-10-03,12:24:00,  108.5 ,1237.5,  80.0 ,1129.,1759511627,Cola Scavenger L1,19.253,0.377,0.000,0.038,0.000,7.09
2025-10-03,12:25:00,  110.0 ,1172.5,  424.5 ,1062.5,1759511631,Concentrado Primario L2,28.511,15.562,0.000,1.834,21.520,39.95
2025-10-03,12:27:00,  110.0 ,1040.5,  239.0 ,930.5,1759511635,Concentrado Colectivo,28.440,26.465,0.000,3.190,8.340,25.69
2025-10-13,10:04:00,  111.0 ,951.,  198.5 ,840.,1760367812,Relave Final,1.895,0.103,0.000,0.011,0.000,23.63
2025-10-13,10:08:00,  110.5 ,1248.,  69.5 ,1137.5,1760367827,Cola Scavenger L1,17.085,0.257,0.000,0.031,0.000,6.11
2025-10-13,10:11:00,  113.0 ,1247.5,  89.0 ,1134.5,1760367830,Cola Scavenger L2,16.650,0.267,0.000,0.038,0.000,7.84
2025-10-13,10:14:00,  115.0 ,970.5,  167.0 ,855.5,1760367834,Concentrado 1ra Limpieza L1,27.448,23.681,0.000,2.376,11.860,19.52
2025-10-13,10:18:00,  113.5 ,1014.5,  284.5 ,901.,1760367837,Concentrado 1ra Limpieza L2,27.345,24.278,0.000,2.179,11.080,31.58
2025-10-13,10:20:00,  110.0 ,1067.,  293.5 ,957.,1760367840,Concentrado Colectivo,27.211,26.368,0.000,2.187,9.500,30.67
2025-10-13,10:22:00,  113.5 ,1157.5,  401.0 ,1044.,1760367842,Concentrado Primario L2,23.663,18.607,0.000,1.628,24.800,38.41
2025-10-13,10:35:00,  100.0 ,1105.5,  289.0 ,1005.5,1760369509,Concentrado Primario L1,24.490,17.313,0.000,1.708,25.100,28.74
2025-10-15,10:49:00,  110.5 ,1034.,  356.6 ,923.5,1760543228,Rebose Hidrociclones L1,2.388,0.618,0.000,0.025,0.000,38.61
2025-10-15,10:53:00,  110.0 ,971.5,  236.0 ,861.5,1760543233,Relave Final,2.000,0.066,0.000,0.007,0.000,27.39
2025-10-15,10:56:00,  108.5 ,1268.,  148.0 ,1159.5,1760543235,Cola Scavenger L1,18.148,0.171,0.000,0.015,0.000,12.76
2025-10-15,10:59:00,  109.0 ,1252.5,  148.5 ,1143.5,1760543236,Cola Scavenger L2,18.019,0.156,0.000,0.013,0.000,12.99
2025-10-15,11:02:00,  109.0 ,940.5,  137.0 ,831.5,1760543802,Concentrado 1ra Limpieza L1,28.768,24.776,0.000,1.215,11.280,16.48
2025-10-15,11:06:00,  110.5 ,987.5,  239.0 ,877.,1760543803,Concentrado 1ra Limpieza L2,28.238,23.482,0.000,1.227,12.460,27.25
2025-10-15,11:08:00,  110.6 ,979.,  187.5 ,868.4,1760543805,Concentrado Colectivo,27.914,26.368,0.000,1.222,10.380,21.59
2025-10-15,11:31:00,  110.0 ,1131.5,  353.5 ,1021.5,1760545785,Concentrado Primario L2,27.676,13.731,0.000,0.496,24.220,34.61
2025-10-15,11:36:00,  110.6 ,1087.,  260.0 ,976.4,1760545787,Concentrado Primario L1,24.034,16.816,0.000,0.878,28.480,26.63
2025-10-17,10:39:00,  110.0 ,1017.5,  271.0 ,907.5,1760715353,Rebose Hidrociclones L1,2.029,0.609,0.000,1.716,86.070,29.86
2025-10-17,10:45:00,  107.0 ,1278.5,  150.0 ,1171.5,1760715368,Cola Scavenger L1,14.081,0.100,0.000,0.011,61.600,12.80
2025-10-17,10:48:00,  108.5 ,1295.5,  157.0 ,1187.,1760715381,Cola Scavenger L2,15.022,0.099,0.000,0.011,64.240,13.23
2025-10-17,10:51:00,  110.5 ,930.5,  115.0 ,820.,1760715383,Concentrado 1ra Limpieza L1,26.516,25.174,0.000,1.592,13.240,14.02
2025-10-17,10:54:00,  110.0 ,981.,  239.5 ,871.,1760715385,Concentrado 1ra Limpieza L2,26.297,24.875,0.000,1.469,27.420,27.50
2025-10-17,10:56:00,  110.0 ,1206.5,  470.5 ,1096.5,1760715387,Concentrado Primario L1,28.049,14.328,0.000,0.822,21.320,42.91
