date,time, tara , tweight , dweight , pweight ,chemical_id,MUESTRA,pFe,pCu,pZn,pMo,pIns,pSol
2023-09-18,11:07:00,  110.0 ,1295.,  335.5 ,1185.,5526,Concentrado Primario L2,18.940,12.490,0.047,0.700,38.100,28.31
2023-09-18,11:09:00,  110.5 ,1259.5,  221.5 ,1149.,5527,Concentrado Primario L1,18.680,11.590,0.045,0.660,41.120,19.28
2023-09-18,11:16:00,  110.0 ,934.,  312.5 ,824.,5525,Concentrado Colectivo,24.820,17.380,0.062,1.750,22.920,37.92
2023-09-20,10:48:00,  111.0 ,814.5,  208.0 ,703.5,5533,Relave Final,1.900,0.064,0.000,0.004,0.000,29.57
2023-09-20,10:49:00,  111.5 ,907.5,  269.5 ,796.,5535,Concentrado Colectivo,28.490,27.760,0.109,1.450,7.040,33.86
2023-09-20,10:51:00,  109.0 ,1336.,  495.5 ,1227.,5536,Concentrado Primario L2,23.810,15.720,0.070,0.816,27.900,40.38
2023-09-20,10:55:00,  108.5 ,1269.5,  135.5 ,1161.,5534,Cola Scavenger L1,10.840,0.640,0.000,0.034,0.000,11.67
2023-09-20,11:07:00,  115.5 ,868.,  293.5 ,752.5,5532,Rebose Hidrociclones L2,2.007,0.466,0.000,0.019,0.000,39.00
2023-09-22,10:38:00,  110.5 ,812.,  162.5 ,701.5,5543,Relave Final,2.271,0.088,0.000,0.005,0.000,23.16
2023-09-22,10:42:00,  111.0 ,1229.,  103.0 ,1118.,5544,Cola Scavenger L1,18.720,0.735,0.000,0.024,0.000,9.21
2023-09-22,10:45:00,  111.0 ,1188.,  80.5 ,1077.,5545,Cola Scavenger L2,16.560,0.713,0.000,0.026,0.000,7.47
2023-09-22,10:47:00,  110.0 ,853.,  160.5 ,743.,5546,Concentrado Colectivo,28.490,24.470,0.151,1.533,8.940,21.60
2023-09-22,10:50:00,  110.5 ,1196.,  206.5 ,1085.5,5548,Concentrado Primario L1,24.620,15.340,0.110,0.822,24.240,19.02
2023-09-22,10:51:00,  110.0 ,895.,  303.0 ,785.,5541,Rebose Hidrociclones L1,2.601,0.492,0.000,0.026,0.000,38.60
2023-09-22,10:54:00,  111.5 ,728.5,  245.0 ,617.,5542,Rebose Hidrociclones L2,2.622,0.396,0.000,0.025,0.000,39.71
2023-09-22,11:26:00,  110.0 ,1391.,  513.5 ,1281.,5547,Concentrado Primario L2,26.720,14.240,0.099,0.773,23.640,40.09
2023-09-26,11:02:00,  108.0 ,880.,  277.5 ,772.,5553,Rebose Hidrociclones L1,2.770,0.390,0.000,0.026,0.000,35.95
2023-09-26,11:04:00,  111.0 ,809.5,  160.5 ,698.5,5554,Relave Final,2.452,0.060,0.000,0.005,0.000,22.98
2023-09-26,11:08:00,  108.5 ,1242.5,  108.0 ,1134.,5555,Cola Scavenger L1,17.730,0.480,0.000,0.032,0.000,9.52
2023-09-26,11:11:00,  108.5 ,1258.,  108.5 ,1149.5,5556,Cola Scavenger L2,18.160,0.402,0.000,0.028,0.000,9.44
2023-09-26,11:13:00,  109.0 ,1364.,  514.0 ,1255.,5558,Concentrado Primario L2,26.000,11.030,0.047,0.778,25.120,40.96
2023-09-26,11:16:00,  110.5 ,1301.,  283.5 ,1190.5,5559,Concentrado Primario L1,27.020,9.580,0.039,0.752,27.700,23.81
2023-09-26,11:17:00,  111.5 ,860.5,  155.0 ,749.,5557,Concentrado Colectivo,28.340,22.260,0.090,1.689,9.160,20.69
2023-09-29,11:58:00,  110.5 ,879.5,  284.0 ,769.,5564,Rebose Hidrociclones L1,3.144,0.399,0.000,0.027,0.000,36.93
2023-09-29,12:00:00,  109.0 ,1343.,  410.0 ,1234.,5570,Concentrado Primario L2,24.730,14.800,0.051,0.990,25.860,33.23
2023-09-29,12:01:00,  109.0 ,749.5,  151.0 ,640.5,5566,Relave Final,2.524,0.066,0.000,0.005,0.000,23.58
2023-09-29,12:03:00,  110.0 ,1243.,  221.0 ,1133.,5571,Concentrado Primario L1,20.800,12.580,0.049,1.030,40.820,19.51
2023-09-29,12:06:00,  110.5 ,1176.5,  101.0 ,1066.,5567,Cola Scavenger L1,16.750,0.548,0.000,0.036,0.000,9.47
2023-09-29,12:07:00,  110.0 ,894.5,  243.0 ,784.5,5569,Concentrado Colectivo,27.570,24.760,0.084,1.860,9.080,30.98
2023-09-29,12:10:00,  108.5 ,1234.,  108.5 ,1125.5,5568,Cola Scavenger L2,17.670,0.495,0.000,0.025,0.000,9.64
2023-09-29,15:50:00,  110.0 ,879.,  273.5 ,769.,5565,Rebose Hidrociclones L2,2.997,0.356,0.000,0.035,0.000,35.57
2023-10-04,10:15:00,  110.5 ,769.,  98.5 ,658.5,5578,Relave Final,3.253,0.072,0.000,0.004,0.000,14.96
2023-10-04,10:19:00,  111.0 ,1190.5,  109.5 ,1079.5,5579,Cola Scavenger L2,15.410,0.633,0.000,0.023,0.000,10.14
2023-10-04,10:21:00,  110.0 ,871.5,  227.5 ,761.5,5576,Rebose Hidrociclones L1,4.087,0.404,0.000,0.022,0.000,29.88
2023-10-04,10:24:00,  111.5 ,851.5,  234.0 ,740.,5577,Rebose Hidrociclones L2,4.241,0.289,0.000,0.016,0.000,31.62
2023-10-04,10:25:00,  110.0 ,866.5,  212.5 ,756.5,5580,Concentrado Colectivo,29.650,24.170,0.125,1.523,7.700,28.09
2023-10-04,10:27:00,  110.5 ,1216.,  172.5 ,1105.5,5581,Concentrado Primario L1,22.730,10.130,0.060,0.695,34.480,15.60
2023-10-09,11:19:00,  108.5 ,1180.,  34.5 ,1071.5,5589,Cola Scavenger L2,13.530,0.438,0.000,0.011,0.000,3.22
2023-10-09,11:21:00,  108.0 ,890.,  299.5 ,782.,5585,Rebose Hidrociclones L1,2.609,0.627,0.005,0.016,0.000,38.30
2023-10-09,11:24:00,  111.5 ,900.,  315.0 ,788.5,5586,Rebose Hidrociclones L2,2.545,0.531,0.004,0.015,0.000,39.95
2023-10-09,11:25:00,  110.0 ,1331.,  403.5 ,1221.,5591,Concentrado Primario L2,25.600,15.542,0.084,0.406,24.100,33.05
2023-10-09,11:27:00,  111.0 ,815.,  166.0 ,704.,5587,Relave Final,2.118,0.099,0.000,0.005,0.000,23.58
2023-10-09,11:30:00,  108.5 ,1238.,  87.5 ,1129.5,5588,Cola Scavenger L1,13.550,0.402,0.000,0.015,0.000,7.75
2023-10-09,11:32:00,  111.5 ,864.5,  190.0 ,753.,5590,Concentrado Colectivo,30.830,24.065,0.119,0.706,7.040,25.23
2023-10-09,11:34:00,  110.5 ,1206.5,  193.0 ,1096.,5592,Concentrado Primario L1,25.760,13.536,0.070,0.412,27.860,17.61
2023-10-13,10:35:00,  108.5 ,1176.5,  26.0 ,1068.,5599,Cola Scavenger L2,13.770,0.488,,0.013,0.000,2.43
2023-10-13,10:38:00,  109.0 ,1217.5,  430.0 ,1108.5,5601,Concentrado Primario L2,23.880,15.082,0.083,0.471,24.780,38.79
2023-10-13,10:41:00,  110.5 ,1167.,  114.5 ,1056.5,5602,Concentrado Primario L1,23.940,14.033,0.086,0.489,28.540,10.84
2023-10-13,10:50:00,  108.0 ,907.5,  313.0 ,799.5,5597,Rebose Hidrociclones L1,2.597,0.523,0.005,0.021,0.000,39.15
2023-10-13,10:52:00,  111.5 ,923.,  357.5 ,811.5,5598,Rebose Hidrociclones L2,2.588,0.458,0.004,0.018,,44.05
2023-10-13,11:00:00,  111.5 ,980.,  390.5 ,868.5,5600,Concentrado Colectivo,33.890,19.077,0.094,0.504,6.860,44.96
2023-10-16,11:35:00,  110.5 ,1076.,  93.0 ,965.5,5613,Concentrado Primario L1,22.650,15.581,0.066,0.592,33.340,9.63
2023-10-16,11:36:00,  110.0 ,850.,  227.5 ,740.,5611,Concentrado Colectivo,29.630,22.972,0.095,0.901,10.260,30.74
2023-10-16,11:38:00,  110.0 ,1277.5,  452.0 ,1167.5,5612,Concentrado Primario L2,25.420,14.982,0.067,0.565,26.920,38.72
2023-10-16,11:41:00,  110.0 ,1105.5,  45.0 ,995.5,5610,Cola Scavenger L2,12.620,0.396,0.011,0.011,68.260,4.52
2023-10-16,11:44:00,  110.0 ,830.5,  253.0 ,720.5,5606,Rebose Hidrociclones L1,2.510,0.716,0.005,0.024,82.380,35.11
2023-10-16,11:47:00,  111.5 ,741.,  233.0 ,629.5,5607,Rebose Hidrociclones L2,2.460,0.583,0.004,0.021,81.870,37.01
2023-10-16,11:50:00,  110.0 ,1210.,  126.0 ,1100.,5609,Cola Scavenger L1,12.500,0.312,0.010,0.014,82.100,11.45
2023-10-16,11:57:00,  110.5 ,758.,  126.0 ,647.5,5608,Relave Final,2.152,0.081,0.002,0.004,83.430,19.46
2023-10-18,10:37:00,  108.0 ,865.5,  236.0 ,757.5,5618,Rebose Hidrociclones L1,2.028,0.503,0.006,0.018,81.490,31.16
2023-10-18,10:38:00,  109.0 ,1333.,  465.0 ,1224.,5624,Concentrado Primario L2,24.800,13.730,0.119,0.534,24.720,37.99
2023-10-18,10:40:00,  111.0 ,809.5,  176.0 ,698.5,5620,Relave Final,1.960,0.097,0.002,0.005,83.840,25.20
2023-10-18,10:41:00,  110.5 ,1135.5,  86.5 ,1025.,5625,Concentrado Primario L1,29.990,14.180,0.103,0.486,18.460,8.44
2023-10-18,10:44:00,  108.5 ,1274.5,  126.0 ,1166.,5621,Cola Scavenger L1,17.160,0.404,0.010,0.008,55.760,10.81
2023-10-18,10:45:00,  111.5 ,912.5,  250.5 ,801.,5623,Concentrado Colectivo,30.600,22.670,0.179,0.970,7.920,31.27
2023-10-18,10:48:00,  108.5 ,1189.5,  52.0 ,1081.,5622,Cola Scavenger L2,16.560,0.528,0.012,0.011,55.840,4.81
2023-10-18,10:51:00,  111.5 ,885.,  286.0 ,773.5,5619,Rebose Hidrociclones L2,2.377,0.466,0.005,0.017,82.240,36.97
2023-10-23,12:40:00,  110.5 ,1161.,  147.0 ,1050.5,5628,Concentrado Primario L1,31.090,9.070,0.067,0.219,21.460,13.99
2023-10-23,12:44:00,  111.0 ,838.,  232.5 ,727.,5624,Relave Final,1.692,0.061,0.002,0.003,85.380,31.98
2023-10-23,12:48:00,  108.5 ,1222.5,  78.5 ,1114.,5625,Cola Scavenger L2,24.340,0.416,0.010,0.008,42.460,7.05
2023-10-23,12:49:00,  111.5 ,875.5,  223.0 ,764.,5626,Concentrado Colectivo,29.400,24.170,0.169,0.630,9.280,29.19
2023-10-23,12:51:00,  109.0 ,1132.,  367.0 ,1023.,5627,Concentrado Primario L2,28.470,11.130,0.085,0.285,23.700,35.87
2023-10-23,12:56:00,  108.0 ,918.,  316.0 ,810.,5623,Rebose Hidrociclones L1,2.189,0.613,0.006,0.014,83.870,39.01
2023-10-27,10:57:00,  110.0 ,898.5,  336.5 ,788.5,5629,Rebose Hidrociclones L1,2.285,0.563,0.004,0.017,84.480,42.68
2023-10-27,10:59:00,  110.5 ,788.,  143.0 ,677.5,5630,Relave Final,2.194,0.094,0.002,0.005,85.600,21.11
2023-10-27,11:05:00,  110.0 ,1398.,  569.5 ,1288.,5633,Concentrado Primario L2,26.450,18.650,0.082,0.560,20.940,44.22
2023-10-27,11:08:00,  110.5 ,1193.,  151.5 ,1082.5,5634,Concentrado Primario L1,26.800,19.250,0.086,0.580,19.400,14.00
2023-10-27,11:10:00,  110.0 ,1164.,  58.0 ,1054.,5631,Cola Scavenger L2,15.390,0.563,0.012,0.017,58.380,5.50
2023-10-27,11:12:00,  110.0 ,883.,  229.5 ,773.,5632,Concentrado Colectivo,27.720,25.870,0.108,0.780,10.980,29.69
2023-10-30,10:47:00,  108.0 ,906.,  318.5 ,798.,5635,Rebose Hidrociclones L1,2.134,0.559,0.004,0.015,0.000,39.91
2023-10-30,10:50:00,  110.5 ,804.,  157.5 ,693.5,5636,Relave Final,1.638,0.090,0.002,0.003,0.000,22.71
2023-10-30,10:54:00,  111.5 ,908.5,  281.5 ,797.,5638,Concentrado Colectivo,25.810,26.610,0.088,0.634,10.860,35.32
2023-10-30,10:56:00,  110.5 ,1420.5,  560.5 ,1310.,5639,Concentrado Primario L2,27.370,18.940,0.065,0.525,0.000,42.79
2023-10-30,10:58:00,  110.0 ,1382.5,  589.0 ,1272.5,5640,Concentrado Primario L1,26.170,18.440,0.061,0.508,0.000,46.29
2023-10-30,11:01:00,  108.5 ,1242.,  142.0 ,1133.5,5637,Cola Scavenger L2,13.370,0.350,0.000,0.016,0.000,12.53
2023-11-03,11:54:00,  110.0 ,831.5,  190.0 ,721.5,5643,Relave Final,1.840,0.103,0.000,0.006,83.240,26.33
2023-11-03,11:56:00,  110.0 ,9000.,  243.5 ,8890.,5645,Concentrado Colectivo,28.830,26.360,0.000,1.203,10.340,2.74
2023-11-03,11:57:00,  110.0 ,1351.5,  519.0 ,1241.5,5646,Concentrado Primario L2,27.150,14.760,0.000,0.683,23.600,41.80
2023-11-03,11:59:00,  110.0 ,875.,  293.0 ,765.,5642,Rebose Hidrociclones L1,2.170,0.764,0.000,0.029,82.100,38.30
2023-11-03,12:02:00,  110.5 ,1162.5,  150.0 ,1052.,5644,Concentrado 1ra Limpieza L1,27.740,22.133,0.000,1.416,14.660,14.26
2023-11-08,12:44:00,  111.0 ,807.,  163.5 ,696.,5647,Relave Final,1.330,0.078,0.000,0.007,82.670,23.49
2023-11-08,12:47:00,  108.5 ,1211.,  84.5 ,1102.5,5648,Cola Scavenger L2,11.940,0.386,0.000,0.016,57.700,7.66
2023-11-08,12:50:00,  111.0 ,1210.,  222.0 ,1099.,5649,Concentrado 1ra Limpieza L1,21.510,15.470,0.066,1.350,24.760,20.20
2023-11-08,12:53:00,  111.5 ,901.5,  267.5 ,790.,5650,Concentrado Colectivo,23.840,22.320,0.088,1.450,14.320,33.86
2023-11-08,12:55:00,  111.0 ,1335.,  457.0 ,1224.,5651,Concentrado Primario L2,18.910,13.450,0.056,1.150,34.200,37.34
2023-11-13,10:26:00,  111.0 ,803.,  174.0 ,692.,5652,Relave Final,2.314,0.111,0.000,0.005,82.970,25.14
2023-11-13,10:32:00,  111.0 ,1233.,  256.0 ,1122.,5653,Concentrado 1ra Limpieza L1,28.280,14.430,0.136,0.750,18.940,22.82
2023-11-13,10:35:00,  111.5 ,880.,  256.0 ,768.5,5654,Concentrado Colectivo,28.340,23.780,0.248,0.750,10.840,33.31
2023-11-13,10:37:00,  109.0 ,1326.,  542.0 ,1217.,5655,Concentrado Primario L2,26.930,11.140,0.116,0.472,17.940,44.54
2023-11-13,10:43:00,  110.5 ,1238.5,  278.0 ,1128.,5656,Concentrado Primario L1,25.940,11.240,0.112,0.499,26.120,24.65
2023-11-20,09:23:00,  110.5 ,797.,  148.0 ,686.5,5662,Relave Final,2.359,0.118,0.000,0.004,0.000,21.56
2023-11-20,09:27:00,  110.0 ,1190.,  52.5 ,1080.,5663,Cola Scavenger L2,11.400,0.357,0.000,0.012,0.000,4.86
2023-11-20,09:29:00,  110.0 ,703.5,  219.5 ,593.5,5660,Rebose Hidrociclones L1,2.516,0.578,0.000,0.020,0.000,36.98
2023-11-20,09:31:00,  111.5 ,873.,  306.5 ,761.5,5661,Rebose Hidrociclones L2,2.530,0.634,0.000,0.021,0.000,40.25
2023-11-20,09:33:00,  110.0 ,1330.5,  439.0 ,1220.5,5665,Concentrado Primario L2,23.860,16.420,0.000,0.640,27.440,35.97
2023-11-20,09:42:00,  110.0 ,898.,  286.0 ,788.,5664,Concentrado Colectivo,29.760,24.880,0.000,1.000,8.360,36.29
2023-11-22,10:27:00,  108.0 ,898.,  297.0 ,790.,5669,Rebose Hidrociclones L1,1.998,0.590,0.000,0.030,0.000,37.59
2023-11-22,10:30:00,  111.0 ,816.5,  159.0 ,705.5,5671,Relave Final,2.162,0.066,0.000,0.002,0.000,22.54
2023-11-22,10:33:00,  108.5 ,1196.,  43.0 ,1087.5,5672,Cola Scavenger L2,11.420,0.330,0.000,0.012,0.000,3.95
2023-11-22,10:36:00,  110.5 ,806.,  109.0 ,695.5,5673,Concentrado 1ra Limpieza L1,29.250,17.610,0.000,1.112,14.700,15.67
2023-11-22,10:39:00,  111.5 ,915.,  287.5 ,803.5,5674,Concentrado Colectivo,30.400,20.400,0.000,1.106,9.760,35.78
2023-11-22,10:40:00,  109.0 ,1251.,  356.0 ,1142.,5675,Concentrado Primario L2,21.670,14.630,0.000,0.781,31.880,31.17
2023-11-22,10;25,  111.5 ,948.5,  337.5 ,837.,5670,Rebose Hidrociclones L2,1.897,0.605,0.000,0.027,0.000,40.32
2023-11-24,10:57:00,  111.5 ,875.,  317.5 ,763.5,5680,Rebose Hidrociclones L2,2.470,0.448,0.000,0.016,0.000,41.58
2023-11-24,11:00:00,  110.5 ,835.5,  194.0 ,725.,5681,Relave Final,2.130,0.122,0.000,0.007,0.000,26.76
2023-11-24,11:06:00,  110.0 ,1075.,  137.5 ,965.,5683,Concentrado 1ra Limpieza L1,30.250,21.690,0.000,0.865,8.460,14.25
2023-11-24,11:09:00,  110.0 ,823.,  213.0 ,713.,5684,Concentrado Colectivo,30.360,23.980,0.000,0.869,6.120,29.87
2023-11-24,11:19:00,  110.5 ,899.5,  300.5 ,789.,5679,Rebose Hidrociclones L1,2.463,0.477,0.000,0.016,0.000,38.09
2023-11-24,11:25:00,  111.0 ,1157.5,  52.5 ,1046.5,5682,Cola Scavenger L2,23.200,0.709,0.000,0.034,0.000,5.02
2023-11-27,11:34:00,  110.5 ,886.5,  276.0 ,776.,5685,Rebose Hidrociclones L1,1.712,0.508,0.004,0.032,84.300,35.57
2023-11-27,11:37:00,  110.5 ,842.,  174.0 ,731.5,5686,Relave Final,1.022,0.059,0.002,0.005,86.510,23.79
2023-11-27,11:41:00,  111.0 ,1278.,  96.0 ,1167.,5687,Cola Scavenger L2,14.560,0.305,0.011,0.014,59.080,8.23
2023-11-27,11:43:00,  110.0 ,861.,  215.0 ,751.,5688,Concentrado Colectivo,29.630,23.383,0.097,1.690,8.760,28.63
2023-11-27,11:48:00,  110.0 ,1300.5,  408.5 ,1190.5,5689,Concentrado Primario L2,21.750,12.736,0.046,0.871,33.360,34.31
2023-11-27,11:50:00,  110.5 ,1334.,  429.5 ,1223.5,5690,Concentrado Primario L1,22.260,13.383,0.052,0.896,31.800,35.10
2023-11-29,12:28:00,  108.0 ,948.5,  328.0 ,840.5,5691,Rebose Hidrociclones L1,2.449,0.635,0.004,0.026,86.240,39.02
2023-11-29,12:30:00,  109.0 ,826.5,  146.0 ,717.5,5692,Relave Final,2.306,0.043,0.002,0.004,86.990,20.35
2023-11-29,12:34:00,  108.5 ,1223.,  117.5 ,1114.5,5693,Cola Scavenger L2,14.050,0.221,0.007,0.015,61.740,10.54
2023-11-29,12:36:00,  110.5 ,1102.,  98.0 ,991.5,5694,Concentrado 1ra Limpieza L1,28.090,20.796,0.081,1.260,14.920,9.88
2023-11-29,12:39:00,  110.0 ,848.,  214.0 ,738.,5695,Concentrado Colectivo,29.110,25.373,0.091,1.178,9.940,29.00
2023-11-29,12:41:00,  109.5 ,1288.5,  331.0 ,1179.,5696,Concentrado Primario L2,22.180,14.229,0.054,0.636,33.460,28.07
2023-11-29,12:43:00,  110.0 ,1313.,  380.5 ,1203.,5697,Concentrado Primario L1,21.770,12.935,0.052,0.644,35.520,31.63
2023-12-04,16:39:00,  110.0 ,1121.5,  91.0 ,1011.5,5699,Concentrado 1ra Limpieza L1,24.840,22.089,0.128,1.794,16.720,9.00
2023-12-04,16:41:00,  111.0 ,848.5,  204.0 ,737.5,5698,Relave Final,1.073,0.092,0.004,0.011,88.730,27.66
2023-12-04,16:42:00,  111.5 ,809.5,  152.0 ,698.,5700,Concentrado Colectivo,24.890,24.079,0.141,2.248,14.000,21.78
2023-12-08,12:09:00,  111.0 ,858.,  182.0 ,747.,5710,Relave Final,2.455,0.096,0.000,0.006,0.000,24.36
2023-12-08,12:12:00,  108.5 ,1321.,  162.0 ,1212.5,5711,Cola Scavenger L2,14.860,0.311,0.000,0.033,0.000,13.36
2023-12-08,12:14:00,  108.0 ,933.5,  318.0 ,825.5,5708,Rebose Hidrociclones L1,2.725,0.709,0.005,0.028,0.000,38.52
2023-12-08,12:17:00,  111.5 ,957.5,  373.0 ,846.,5709,Rebose Hidrociclones L2,2.813,0.749,0.005,0.029,0.000,44.09
2023-12-08,12:19:00,  111.5 ,905.5,  275.0 ,794.,5713,Concentrado Colectivo,30.140,24.980,0.106,0.981,8.200,34.63
2023-12-08,12:20:00,  110.5 ,1423.,  540.0 ,1312.5,5715,Concentrado Primario L1,28.050,14.370,0.063,0.559,22.660,41.14
2023-12-08,12:23:00,  110.0 ,1123.,  101.0 ,1013.,5712,Concentrado 1ra Limpieza L1,30.030,17.050,0.079,0.964,16.280,9.97
2023-12-08,12:24:00,  109.0 ,1439.,  595.0 ,1330.,5714,Concentrado Primario L2,28.440,13.280,0.059,0.553,23.120,44.74
2023-12-11,16:26:00,  110.5 ,888.,  239.5 ,777.5,5719,Relave Final,2.291,0.045,0.000,0.003,0.000,30.80
2023-12-11,16:28:00,  112.5 ,1102.5,  99.5 ,990.,5720,Concentrado 1ra Limpieza L1,30.540,19.030,0.132,1.698,11.640,10.05
2023-12-11,16:30:00,  110.0 ,1333.5,  446.0 ,1223.5,5722,Concentrado Primario L2,26.330,14.670,0.077,0.856,24.420,36.45
2023-12-11,16:31:00,  110.0 ,890.5,  255.0 ,780.5,5721,Concentrado Colectivo,30.270,23.490,0.153,1.615,8.000,32.67
2023-12-11,16:33:00,  110.0 ,1345.,  430.5 ,1235.,5723,Concentrado Primario L1,24.860,11.890,0.067,0.759,30.000,34.86
2023-12-18,10:58:00,  108.0 ,929.,  355.0 ,821.,5724,Rebose Hidrociclones L2,1.549,0.581,0.000,0.032,0.000,43.24
2023-12-18,11:01:00,  109.0 ,808.5,  103.5 ,699.5,5725,Relave Final,0.892,0.043,0.002,0.006,90.760,14.80
2023-12-18,11:03:00,  111.0 ,1111.,  70.0 ,1000.,5726,Concentrado 1ra Limpieza L1,29.450,28.150,0.109,1.510,7.260,7.00
2023-12-18,11:08:00,  109.0 ,1272.,  406.0 ,1163.,5728,Concentrado Primario L2,22.720,19.130,0.073,0.987,25.540,34.91
2023-12-18,01:26:24,  11.5 ,883.,  238.5 ,871.5,5727,Concentrado Colectivo,29.570,29.340,0.116,1.480,5.200,27.37
2023-12-20,12:02:00,  110.0 ,750.5,  21.0 ,640.5,5735,Concentrado Colectivo,30.210,26.760,0.112,1.570,7.760,3.28
2023-12-20,12:03:00,  110.5 ,885.5,  217.0 ,775.,5733,Relave Final,1.436,0.069,0.000,0.007,0.000,28.00
2023-12-20,12:05:00,  110.0 ,1285.,  326.0 ,1175.,5736,Concentrado Primario L2,19.490,12.140,0.049,0.656,38.000,27.74
2023-12-20,12:08:00,  112.5 ,938.5,  62.5 ,826.,5734,Concentrado 1ra Limpieza L1,29.770,22.900,0.102,1.430,11.620,7.57
2023-12-20,12:13:00,  111.5 ,1068.,  200.5 ,956.5,5737,Concentrado Primario L1,22.600,13.580,0.072,0.838,31.200,20.96
2023-12-22,19:17:00,  110.0 ,1065.,  31.5 ,955.,5740,Concentrado 1ra Limpieza L1,27.660,27.750,0.000,2.300,7.320,3.30
2023-12-22,19:20:00,  109.5 ,1361.5,  485.5 ,1252.,5742,Concentrado Primario L2,23.070,18.930,0.000,1.182,23.960,38.78
2023-12-22,19:22:00,  110.0 ,769.5,  4.5 ,659.5,5741,Concentrado Colectivo,28.060,29.040,0.000,1.969,6.000,0.68
2023-12-22,19:23:00,  110.0 ,1387.5,  505.5 ,1277.5,5743,Concentrado Primario L1,24.250,18.340,0.000,1.232,22.460,39.57
2023-12-24,10:24:00,  111.0 ,848.5,  160.5 ,737.5,5744,Relave Final,1.544,0.070,0.000,0.022,0.000,21.76
2023-12-24,10:32:00,  111.0 ,1146.,  143.5 ,1035.,5747,Concentrado 1ra Limpieza L1,27.860,24.280,0.109,5.980,7.880,13.86
2023-12-24,10:36:00,  110.0 ,1114.,  91.0 ,1004.,5748,Concentrado 1ra Limpieza L2,28.070,25.770,0.108,5.720,6.700,9.06
2023-12-24,10:39:00,  108.5 ,1277.,  67.0 ,1168.5,5745,Cola Scavenger L1,19.420,0.359,0.000,0.356,0.000,5.73
2023-12-24,10:43:00,  108.5 ,1298.,  75.0 ,1189.5,5746,Cola Scavenger L2,20.460,0.335,0.000,0.349,0.000,6.31
2023-12-24,10:44:00,  111.5 ,848.,  157.0 ,736.5,5749,Concentrado Colectivo,28.680,26.760,0.114,5.290,6.020,21.32
2023-12-27,10:52:00,  111.5 ,917.5,  311.0 ,806.,5750,Rebose Hidrociclones L1,2.780,0.680,0.003,0.036,0.000,38.59
2023-12-27,10:55:00,  108.0 ,951.5,  317.5 ,843.5,5751,Rebose Hidrociclones L2,2.690,0.582,0.002,0.033,0.000,37.64
2023-12-27,10:57:00,  111.0 ,835.5,  155.0 ,724.5,5752,Relave Final,2.490,0.072,0.000,0.007,0.000,21.39
2023-12-27,11:01:00,  108.5 ,1187.5,  176.0 ,1079.,5753,Cola Scavenger L1,17.500,0.244,0.000,0.016,0.000,16.31
2023-12-27,11:04:00,  108.5 ,1117.,  160.0 ,1008.5,5754,Cola Scavenger L2,16.940,0.233,0.000,0.019,0.000,15.87
2023-12-27,11:07:00,  111.0 ,800.,  126.0 ,689.,5755,Concentrado 1ra Limpieza L1,29.230,15.360,0.034,1.319,16.220,18.29
2023-12-27,11:10:00,  110.0 ,784.,  91.0 ,674.,5756,Concentrado 1ra Limpieza L2,28.300,19.530,0.039,1.330,13.620,13.50
2023-12-27,11:12:00,  109.0 ,930.,  347.5 ,821.,5758,Concentrado Primario L2,26.590,19.430,0.038,0.907,18.440,42.33
2023-12-27,11:14:00,  110.5 ,967.,  346.0 ,856.5,5759,Concentrado Primario L1,25.490,17.350,0.039,1.000,21.120,40.40
2023-12-27,11:16:00,  111.5 ,843.5,  155.5 ,732.,5757,Concentrado Colectivo,28.570,23.690,0.047,1.440,8.500,21.24
2024-01-01,11:47:00,  111.5 ,940.,  311.0 ,828.5,5766,Rebose Hidrociclones L2,2.634,0.506,0.003,0.027,0.000,37.54
2024-01-01,11:49:00,  111.0 ,864.5,  172.0 ,753.5,5767,Relave Final,1.972,0.063,0.000,0.006,0.000,22.83
2024-01-01,11:53:00,  108.5 ,1118.,  81.0 ,1009.5,5768,Cola Scavenger L1,11.810,0.342,0.000,0.035,0.000,8.02
2024-01-01,11:57:00,  108.0 ,927.,  308.5 ,819.,5765,Rebose Hidrociclones L1,2.553,0.568,0.003,0.026,0.000,37.67
2024-01-01,12:00:00,  111.0 ,824.5,  103.0 ,713.5,5770,Concentrado 1ra Limpieza L1,27.900,18.819,0.052,1.260,11.400,14.44
2024-01-01,12:03:00,  110.0 ,810.,  90.5 ,700.,5771,Concentrado 1ra Limpieza L2,29.970,22.295,0.056,1.111,8.600,12.93
2024-01-01,12:06:00,  111.5 ,844.5,  187.5 ,733.,5772,Concentrado Colectivo,28.770,21.848,0.059,1.265,8.620,25.58
2024-01-01,12:08:00,  109.0 ,947.5,  307.0 ,838.5,5773,Concentrado Primario L2,26.450,14.698,0.034,0.720,20.680,36.61
2024-01-01,12:10:00,  110.5 ,352.,  90.0 ,241.5,5774,Concentrado Primario L1,25.260,13.903,0.033,0.702,22.680,37.27
2024-01-01,12:13:00,  108.5 ,1113.,  80.5 ,1004.5,5769,Cola Scavenger L2,12.530,0.351,0.000,0.030,0.000,8.01
2024-01-03,12:49:00,  109.0 ,849.5,  151.0 ,740.5,5780,Relave Final,1.861,0.047,0.000,0.056,0.000,20.39
2024-01-03,12:52:00,  110.5 ,1135.5,  111.5 ,1025.,5781,Cola Scavenger L1,12.340,0.245,0.000,0.017,0.000,10.88
